specObjID,plate,mjd,fiberID,ra,dec,z,h_alpha_flux,h_beta_flux,oiii_5007_flux,nii_6584_flux,h_alpha_flux_err,h_beta_flux_err,oiii_5007_flux_err,nii_6584_flux_err,snMedian_g
308558728976689152,274,51913,226,159.79914,-0.40949106,0.01876407,137.7231,46.43078,141.8971,136.6915,4.305339,2.983946,4.358968,4.613684,46.15613
2165183641867544576,1923,53319,284,119.87863,17.491434,0.02875679,486.3678,117.1479,142.73,343.6143,8.542134,4.869117,5.596315,7.936851,41.95219
2169770529534273536,1927,53321,587,126.77484,21.64529,0.0251486,175.5148,59.33336,122.8987,234.0226,12.67852,8.347246,8.999989,12.54729,53.61503
972950181760755712,864,52320,628,131.40772,36.934653,0.01307724,756.8812,209.3927,110.7001,668.6763,15.66252,8.333631,10.10508,17.19947,44.52993
1046000089421604864,929,52581,142,120.08744,26.613535,0.02673788,2085.451,389.5215,4072.924,2478.793,27.2242,11.63178,34.4453,27.26992,43.77617
622779087550703616,553,51999,569,139.41634,52.992931,0.007585375,704.627,176.9318,561.1763,620.0989,13.42096,6.770444,11.25312,17.64034,50.07814
1013481209335932928,900,52637,623,142.77818,49.079751,0.03393195,2560.91,500.8777,570.897,2030.835,18.45769,8.505851,9.758911,15.24704,42.19705
2188856128320858112,1944,53385,388,144.12566,28.503368,0.02764277,72.51556,30.08989,47.74178,63.20735,6.201178,4.498259,5.322879,6.392744,41.21328
2269976453896497152,2016,53799,590,197.88106,36.281823,0.003652072,5085.056,1246.748,713.5428,1440.984,41.96238,15.66937,13.99585,17.36072,42.33408
1086577288767629312,965,52438,305,168.54539,48.318524,0.00702235,1794.495,222.4413,93.63377,1201.184,27.50607,9.992073,11.48885,24.13927,42.6708
1091056424328390656,969,52442,216,181.19246,49.186587,0.02395286,169.8735,61.13824,104.94,131.7778,10.67503,6.979531,7.834548,10.07942,43.23166
1929895853493872640,1714,53521,376,222.17739,12.457215,0.005938118,468.9442,150.6886,568.8781,389.582,13.54809,8.179737,13.91887,13.70814,43.47888
2513080399412881408,2232,53827,261,184.40326,29.608028,0.002898791,480.6617,162.6985,143.6841,318.6437,21.47655,12.80357,14.43804,21.90521,45.40757
1351148927327430656,1200,52668,251,136.20028,40.59171,0.02700927,914.2114,230.4039,68.73001,374.9038,9.157735,4.753888,4.034716,6.032237,41.34139
1147363793622296576,1019,52707,261,183.53945,54.526858,0.008177739,164078.1,8340.336,6863.945,16486.71,11730.39,76.26853,70.69194,105.3869,48.42826
936881527311067136,832,52312,483,138.06046,44.954842,0.008736057,701.7808,182.9406,95.53978,310.6591,13.75308,5.835137,5.999784,9.172251,40.69757
1938968204365817856,1722,53852,613,233.67571,10.300151,0.0444487,2903.828,685.0901,331.7876,1454.479,17.24211,6.675408,5.248261,9.127866,41.63717
2517522699622836224,2236,53729,38,191.32031,27.125218,0.003498246,15446.75,4301.879,11018.13,1119.719,134.1477,36.6,82.47191,13.06319,41.80625
2522103816397023232,2240,53823,320,192.42622,26.892026,0.02285102,662.0132,180.3296,78.67636,317.6948,16.19387,9.140676,8.954817,14.11652,46.17129
2811466145322788864,2497,54154,342,169.87501,24.989325,0.02653309,234.7891,120.6986,161.2522,219.9978,15.43861,11.42362,11.36072,13.99378,41.98443
3316955077226293248,2946,54506,196,110.81286,37.358734,0.04050719,190.7759,45.27298,19.62262,118.2374,2.610576,1.742525,1.97801,2.351397,41.35333
1874714654287095808,1665,52976,332,48.698876,42.222719,0.0162525,427.9624,116.3211,75.94299,450.9983,8.515503,5.099522,5.296381,9.112658,68.42004
887294652846204928,788,52338,311,210.19052,59.328281,0.01014418,7996.467,1582.393,247.0402,4117.781,60.07956,15.21137,8.794761,31.22255,60.62822
1802674929645152256,1601,53115,397,160.99041,11.703803,0.002521878,2941.749,714.2568,188.8738,1396.806,38.25843,15.54295,13.24832,28.16305,47.27075
595671728315721728,529,52025,257,205.30013,1.7798278,0.02851562,6880.708,2119.171,2545.94,1973.572,46.92344,18.06345,22.25418,14.62986,40.82235
610310625591060480,542,51993,265,115.32543,34.232176,0.01552419,1509.113,372.8835,94.55556,679.321,9.569801,4.556087,3.899813,6.670707,74.71112
1478411078097463296,1313,52790,380,178.64033,58.367037,0.011062,204.099,57.94275,99.03506,210.8851,13.97119,9.100212,9.9227,13.63767,40.7529
1002170257437124608,890,52583,434,118.31986,32.543751,0.02795325,90.65086,26.38503,43.25731,158.0336,7.625014,4.838173,5.692621,8.635384,41.09676
458394399613675520,407,51820,557,38.255187,0.42084049,0.02234651,3599.817,819.0651,3420.081,3484.113,24.78884,11.05361,24.79882,22.48961,59.31367
2366724136593549312,2102,54115,300,201.21436,36.37854,0.01749348,455.2635,177.2161,394.5013,753.4088,29.61467,17.47705,19.28705,30.58986,49.58729
621596012921776128,552,51992,361,134.65545,51.878488,0.01268859,4598.079,861.8557,566.336,2705.238,23.48132,7.492502,6.873991,14.30111,55.37274
635028475492722688,564,52224,76,131.82768,2.7622615,0.02847396,56.2981,22.95357,53.58146,40.57557,4.310794,3.217305,3.701763,3.939752,48.40496
2241804211291449344,1991,53446,500,178.10029,32.403879,0.01022762,3194.226,393.5485,199.067,2337.173,32.76357,10.01281,10.8228,26.79172,41.32405
2245063170450286592,1994,53845,68,194.24112,30.716046,0.02421952,341.7569,102.1133,173.9918,445.0172,17.18285,10.91184,10.21293,15.32604,45.41346
2651652124152195072,2355,53792,574,162.1842,26.053646,0.02568513,20424.81,4823.73,12757.19,3189.435,121.231,36.66715,80.28014,21.5515,46.65217
2666259685312587776,2368,53758,468,142.0277,17.196499,0.01408759,6284.626,1557.926,353.1846,2105.32,46.9466,17.0387,8.688733,18.66422,40.45462
933518945606985728,829,52296,538,132.24851,41.003167,0.02464963,237.143,57.726,135.2912,336.6105,14.64931,8.462882,10.07629,15.52488,51.75948
2937576561018169344,2609,54476,377,181.47591,20.572532,0.02384906,304.2175,104.2096,174.8474,462.9719,20.56088,12.25111,13.57105,21.49119,58.81588
2519789075951544320,2238,54205,91,191.73088,26.564287,0.002742874,9702.91,2775.854,7762.544,1268.215,67.2619,18.3123,40.58192,8.388079,42.58291
2519928164172457984,2238,54205,597,192.93244,27.96284,0.02308782,80.52386,21.7062,51.7423,105.8059,4.843878,3.572137,4.305623,5.217033,40.78232
2528787746642749440,2246,53767,60,205.93397,25.392148,0.02714061,163.2284,59.72147,77.78214,228.3826,12.14973,8.158871,8.317364,11.71958,43.19926
2847573839532025856,2529,54585,629,245.50908,9.888631,0.03266053,531.1644,122.0768,80.1971,375.2393,11.47484,6.262836,7.51315,11.27542,40.8446
1792534681560836096,1592,52990,371,139.57917,33.556966,0.02388919,71.53404,25.52647,35.53726,81.15689,4.32571,3.081008,3.753952,4.957376,42.01424
2037912979898394624,1810,53794,124,214.08301,8.2934666,0.02435506,311.126,106.744,174.6235,350.9389,11.91675,7.650332,8.509361,11.72552,40.18777
2037969879625132032,1810,53794,331,212.12791,8.9319072,0.02370997,286.011,86.73584,192.1974,479.9214,16.2997,10.00856,11.48908,17.30441,47.70452
1611166390302042112,1431,52992,13,161.01535,43.903369,0.0250379,261.1629,84.05665,126.1264,277.2377,13.06108,8.689702,8.55253,10.97747,42.82792
1875775408381650944,1666,52991,95,50.311429,40.253634,0.02710917,164.4708,44.57708,87.94145,200.7354,6.64181,4.80083,5.507074,6.818389,43.78741
1875850175172339712,1666,52991,367,49.43005,42.385102,0.01606388,231.2171,60.05848,38.35308,146.5686,6.557222,4.447674,4.860427,6.594036,48.71906
1560569341173327872,1386,53116,262,228.00862,32.915358,0.02292491,2657.308,606.4586,197.1484,1498.476,21.14135,9.218939,8.091879,15.0521,49.50145
2967960458729908224,2636,54082,321,34.748518,0.32998548,0.02981251,753.3354,127.6107,27.152,250.0941,4.042236,1.78129,1.550522,2.380597,43.19281
564146534447343616,501,52235,257,149.9512,1.0951262,0.03230694,1859.106,463.1262,133.8292,963.9767,13.9993,6.060826,4.681295,8.354939,43.37152
551828975425447936,490,51929,502,165.86167,66.66972,0.03332921,3118.851,662.8353,856.356,1485.802,16.15282,5.812239,7.241246,8.618218,45.91829
3345192461382215680,2971,54590,523,256.56469,37.785234,0.02305342,178.5125,65.65705,551.5575,269.7785,5.25046,3.97806,9.216282,6.060824,46.43516
2107783088707758080,1872,53386,358,121.96058,56.693486,0.02971224,207.8772,38.71738,106.9262,318.041,11.38772,6.814003,7.678758,11.24036,41.39014
502299549503612928,446,51899,539,131.2231,55.054039,0.02557743,262.5349,61.65615,126.1024,208.9472,6.315266,4.063365,4.669366,5.842685,40.18076
1533601068615755776,1362,53050,456,163.21913,43.428398,0.02423712,1609.377,353.5037,50.25264,656.5298,11.39604,4.799489,3.374664,6.508108,47.3281
1473923695796840448,1309,52762,439,171.88274,56.877023,0.005701239,1039.214,175.0838,57.58485,423.887,12.78912,4.96727,5.075794,10.06729,41.61441
443740110198958080,394,51913,493,13.140555,0.33122921,0.06227391,2816.121,781.5953,2082.449,320.8546,9.991525,3.795236,8.504254,1.824195,48.82562
1070871314249574400,951,52398,511,170.57457,59.074515,0.005240938,2320.722,657.1082,577.459,1377.294,32.10544,15.63102,18.03613,25.88848,47.77205
2365529238020319232,2101,53858,49,205.53493,35.654302,0.00361103,4263.61,1060.672,7253.709,4399.159,44.9385,19.8982,55.41426,41.57203,55.90993
2362202658913150976,2098,53460,235,173.61477,33.179035,0.008420044,124.3558,56.18203,105.3877,69.6456,13.3112,9.269217,11.72118,12.94089,43.56392
1928729551668537344,1713,53827,229,221.93129,9.5381694,0.02912103,559.1927,131.5009,152.9499,667.9835,16.74577,9.330186,10.81401,16.81781,44.0265
1351159097809987584,1200,52668,288,135.75892,40.433984,0.0287631,1768.039,417.0034,125.9368,1016.268,16.45612,7.42465,7.269608,12.11065,53.50248
933543959496517632,829,52296,629,132.97845,40.835883,0.02899778,301.3992,87.85116,185.8391,354.0273,13.78769,8.201504,8.865283,12.78178,49.31445
2921831824873252864,2595,54207,442,181.04623,18.444576,0.003151631,4170.417,933.6631,108.6237,1305.83,35.0711,12.1405,6.217086,14.30413,40.68004
2937586456622819328,2609,54476,413,181.7141,20.818723,0.02427517,1351.254,255.9494,103.0234,806.5703,13.12348,5.159211,4.721145,9.357016,43.61331
2519809966672472064,2238,54205,167,191.92485,26.98162,0.0238549,116.7639,53.20913,116.1943,229.3831,17.73842,10.06916,13.94155,21.46613,54.03736
2814775950602954752,2500,54178,95,172.24945,20.739146,0.02108052,421.3839,129.1813,211.3722,501.8023,19.12287,11.38204,12.98621,19.70577,42.08033
1793675699769337856,1593,52991,426,141.81683,34.427195,0.02303885,125.0323,36.20171,51.85497,104.0426,6.537817,4.301114,5.486883,7.184777,42.4912
1230769170346436608,1093,52591,584,356.00858,0.51661,0.02250942,5375.523,639.9042,798.7475,4637.587,33.03584,6.664702,8.920508,24.4708,51.77733
2830528648728045568,2514,53882,59,179.09866,23.867955,0.01403074,624.3655,195.8233,178.2503,663.8597,20.0965,12.58118,12.03689,18.94795,42.19581
335574280131602432,298,51955,204,203.27226,-1.035819,0.01234626,859.0906,203.4313,278.6271,1349.898,19.31125,10.73586,12.4354,22.09232,64.2077
2908350436048136192,2583,54095,549,148.89005,16.432868,0.01240509,1766.44,382.002,166.2012,1075.476,18.83495,8.148709,7.642272,15.24963,55.1161
3243838103667894272,2881,54502,438,174.49481,59.616962,0.01111757,744.3316,226.3329,156.8089,696.9832,18.6194,10.61511,11.43506,18.99259,52.9912
3247247139872466944,2884,54526,552,245.57422,50.371979,0.05646017,3180.328,521.8772,339.0571,1724.328,24.72684,8.259108,9.086666,17.01996,46.28027
518003049868847104,460,51924,324,49.858574,-6.1211238,0.007570745,2398.796,647.9645,707.3505,571.7795,19.50486,8.527961,10.30498,8.134246,43.65774
518071769345583104,460,51924,574,51.257004,-5.745803,0.01890633,170.1282,49.74249,57.34115,180.5769,11.05104,6.636849,7.618148,12.12375,42.10128
520307900866914304,462,51909,517,55.667104,-6.3818355,0.0211722,398.467,80.68275,221.805,544.3401,17.08699,9.761745,12.46953,18.07304,41.49685
488732400415696896,434,51885,334,116.70357,43.37483,0.04156389,94.28511,30.17632,43.36893,106.5497,5.856572,4.002848,4.053061,5.402808,48.16856
516841415834101760,459,51924,194,48.154727,-7.5728449,0.03596615,3188.932,649.8162,151.9955,1394.847,20.85046,7.704201,6.442382,11.76704,57.27105
661045391185176576,587,52026,517,221.37467,3.9240379,0.06483921,120.0485,38.35725,29.53423,195.5488,5.572138,4.011939,3.518552,5.122423,40.93248
852339802131949568,757,52238,122,119.98814,35.814312,0.01746773,3564.034,581.3502,76.21757,2264.24,28.46706,8.841527,6.778818,18.42705,40.86108
893009090190534656,793,52370,620,228.75397,55.43202,0.01055389,164.1876,50.6273,138.2802,78.28135,4.891407,3.435012,4.952506,4.595936,42.81223
1833070659740133376,1628,53474,384,188.29898,7.8516325,0.02181664,169.2189,52.34406,88.74886,217.4963,14.01536,8.743365,9.043319,13.44012,46.70424
594578813707380736,528,52022,377,203.45773,3.315857,0.02232463,134.2088,39.83431,105.352,180.0612,6.868219,4.848484,5.660788,6.978769,51.03122
1489621149015894016,1323,52797,202,208.6215,54.330661,0.01533076,2021.783,369.9953,156.7305,1403.095,26.88918,11.59493,11.53851,22.87877,41.57961
1436805012457023488,1276,53035,570,146.94851,39.084238,0.005284935,2819.223,921.8132,2802.678,210.3562,26.41372,11.41701,26.38851,4.953124,45.17821
646322386253146112,574,52355,203,153.44084,3.4249775,0.003946184,1018.766,249.4755,290.1295,2150.149,52.65537,24.78455,28.92386,60.12544,59.764
2237199187068348416,1987,53765,131,192.53632,33.159152,0.02358686,3774.398,914.5603,212.0179,2802.572,39.88626,18.12823,16.22747,32.3799,48.14672
841119285903386624,747,52234,262,353.36258,14.335238,0.01913092,2057.022,439.8564,311.3846,1051.812,26.99559,12.1922,14.25388,21.05009,41.5638
2650401704670947328,2354,53799,121,157.77822,28.79667,0.004745304,12125.8,2926.318,1052.956,4845.217,101.6111,31.44029,18.40654,38.11273,43.2021
2928594919838738432,2601,54144,470,192.06346,17.774016,0.02057779,47.67188,22.78214,89.25125,42.46384,4.332805,3.475621,7.093899,5.756762,42.63803
2933035853007579136,2605,54484,242,199.98478,15.850533,0.02323581,113.1519,77.4583,108.0444,120.3634,13.52438,10.45497,10.69452,13.80293,41.71994
2521035364345341952,2239,53726,529,192.83304,31.059633,0.02276737,86.78221,32.42779,100.8902,108.0469,5.780324,4.099648,5.283603,6.009108,47.44297
2551402500326451200,2266,53679,412,120.11898,15.4531,0.01526594,1884.265,521.15,1148.948,218.7063,12.39444,5.849832,10.2184,3.53094,45.79384
2551441532989237248,2266,53679,554,120.74893,15.141014,0.03924272,379.9902,80.34161,52.36721,251.7317,6.228052,3.396844,3.918492,5.793656,40.21802
2740480569619015680,2434,53826,146,136.20901,13.561896,0.02829974,321.6004,103.3544,175.4861,682.0347,16.21832,9.676875,9.932523,17.00184,46.46838
1792554197892229120,1592,52990,442,139.93956,33.744998,0.01711837,345.9566,114.3835,71.22566,276.9063,10.55437,6.423091,6.471395,10.39617,51.22463
2016615997343033344,1791,54266,470,192.86927,9.9227095,0.03885947,146.7261,57.08677,78.20817,222.1381,8.852008,5.991085,5.792908,8.506352,42.40144
731837999058282496,650,52143,11,0.88387265,-10.744671,0.02957344,302.0363,57.69132,114.9052,595.5143,12.0144,7.554173,9.674129,14.2376,41.97091
3118903071439087616,2770,54510,583,210.27967,21.242945,0.02774887,8754.15,2728.549,10957.91,574.0336,54.92374,19.74413,64.68716,5.417384,41.22767
482008611900385280,428,51883,449,32.878224,14.30053,0.02651437,153.5443,34.75086,71.53205,213.8211,9.806324,6.742038,6.895496,9.370986,42.82399
585575742083983360,520,52288,392,187.06621,2.7008288,0.007397438,251.8301,76.35136,135.2468,53.95197,3.637156,2.820821,3.800498,2.469164,43.61148
585621371816536064,520,52288,558,188.53333,2.6530629,0.005278524,2279.313,245.9776,46.30285,803.074,21.74593,4.979963,2.933027,9.16296,43.15071
586662884843481088,521,52326,251,189.61986,1.7543449,0.01686655,179.7516,85.28259,108.7206,155.4072,12.23596,8.776263,9.814807,12.26484,45.966
586676353860921344,521,52326,300,189.52154,1.477751,0.006157753,3834.808,928.8184,6729.555,2136.215,39.84819,15.54624,54.59995,26.24652,52.1934
517967865496758272,460,51924,196,50.572796,-7.0906822,0.009040033,1815.267,583.1999,767.9733,644.0153,18.76092,10.05023,12.77099,11.18216,47.22747
702586870516705280,624,52377,92,246.51776,46.368276,0.02993096,3163.79,699.2009,92.89081,1321.042,23.8858,7.938561,4.570033,10.91287,40.21104
887264141398534144,788,52338,200,212.61983,59.259706,0.04257195,115.2814,24.54325,59.13407,153.4069,6.697361,4.60028,4.925484,6.409053,40.80049
1480594433329096704,1315,52791,131,184.88581,56.73658,0.01586683,398.3948,168.5211,251.0829,595.3766,32.90181,20.0862,21.70028,33.92716,43.20966
1489568922213574656,1323,52797,12,210.80225,54.348924,0.0008231107,2560.302,592.6645,139.7457,1009.93,28.25616,11.91375,9.952398,16.91698,41.39755
443617239774554112,394,51913,46,13.427716,-1.085167,0.04660049,574.8623,162.1948,1123.271,818.2813,4.89552,3.238928,5.990735,4.843376,48.15855
2382420760212826112,2116,53854,60,209.23334,29.164372,0.007916356,476.8856,124.4478,209.1131,486.6194,16.00148,9.257589,10.86544,15.9632,47.86162
621530317102016512,552,51992,122,136.37021,51.413589,0.04121719,4328.415,821.5505,162.6689,1728.02,21.04099,6.674278,4.037615,9.233834,40.83299
624974541872982016,555,52266,364,141.92143,55.917358,0.0461808,87.20211,31.06418,67.83932,180.1397,8.085941,5.581486,6.299186,8.468869,42.28136
1013340196969670656,900,52637,110,141.98148,48.08199,0.02752212,65.22912,17.4569,53.69291,64.59053,4.720924,3.401003,4.484425,5.18751,40.16459
2179888235684063232,1936,53330,531,138.21191,30.212283,0.02170969,422.9784,105.9366,179.2619,691.1412,13.20694,7.397061,8.780711,14.84767,41.94005
2990517496273987584,2656,54484,463,181.99809,25.55156,0.03360749,72.8876,25.08844,21.6608,51.15797,5.43881,3.998054,4.134866,5.258266,40.91119
2356623193164244992,2093,53818,417,197.98948,34.365259,0.01687195,562.8011,157.2387,271.4195,590.0403,17.67269,10.86488,12.8276,17.39728,41.94749
2501900289833986048,2222,53799,548,177.01398,30.359329,0.02098018,260.2286,71.25346,103.2692,366.5516,11.23941,6.740085,8.554826,13.13887,44.6888
2512023768554039296,2231,53816,513,184.96908,27.621004,0.007685488,860.6036,221.3966,55.98214,335.0545,12.6025,6.12931,5.582226,9.007192,40.62616
1171071738469967872,1040,52722,494,198.65249,54.798239,0.03231646,14019.45,3459.043,2941.483,5340.278,103.8821,31.7977,30.4081,35.38919,43.2086
2662777806546561024,2365,53739,89,154.14224,21.123053,0.004303999,5090.066,910.9386,317.4641,3208.31,46.75567,16.57566,13.79006,35.67334,53.28811
2722528018101725184,2418,53794,371,120.48119,11.720343,0.01632497,229.5519,70.66146,260.9346,274.9585,9.294962,6.003493,8.138368,9.377623,46.57845
2722555231014512640,2418,53794,470,120.08741,11.319454,0.01493727,148.6819,57.59209,92.40927,133.6284,7.404423,5.005702,6.026261,7.587914,50.39418
2791279387050272768,2479,54174,631,162.92396,18.480829,0.02030548,414.6097,82.99665,223.2598,609.8395,23.26716,12.46355,14.09576,22.76773,42.90677
3100760300417214464,2754,54240,116,233.74392,11.750287,0.00630176,251.8802,81.98138,119.3805,336.1245,9.291022,6.902039,10.22817,14.38172,55.46455
2837405555981576192,2520,54584,501,237.87222,11.865249,0.03446535,149.1658,36.12992,41.79163,116.943,3.070606,2.287107,2.689645,3.070593,40.11887
2844074368848390144,2526,54582,186,241.98194,9.4636692,0.05177359,119.505,25.29226,77.81313,258.7378,7.215733,4.849104,6.742533,8.711911,43.68738
389691963177199616,346,51693,475,244.18151,0.24646131,0.03065306,168.1538,63.04348,108.3453,242.2146,8.990896,6.55344,6.690306,8.756283,41.29635
393002317911189504,349,51699,230,253.01522,63.115797,0.01037209,728.4457,245.9491,213.4467,173.3242,5.537152,3.063022,3.227259,2.290783,46.51157
2027782635589232640,1801,54156,134,203.7869,6.4811064,0.02269898,340.0584,112.2568,241.4782,384.4705,16.95466,10.7421,12.80947,16.86337,51.15974
2034639465296717824,1807,54175,503,210.44201,9.490281,0.0207879,234.7828,79.75938,120.3626,216.8107,11.14312,6.903588,8.180882,11.20349,46.14194
1611210370767153152,1431,52992,173,159.65518,44.523094,0.01237455,12234.37,3394.213,8673.417,1269.856,73.41251,25.27593,57.16248,11.34825,46.49121
345669990998894592,307,51663,68,220.23482,-0.31817036,0.005755075,3314.868,507.8084,244.873,2074.352,34.05716,10.71332,10.26999,26.68731,48.41497
2976939072829810688,2644,54210,217,182.23122,21.777474,0.02421565,85.30647,30.35538,49.02039,88.33646,8.812544,5.847781,6.444554,8.613807,40.00832
527016845992028160,468,51912,348,132.16756,1.0387928,0.02875791,231.7584,59.88015,67.42323,316.506,7.109256,4.454756,5.246104,7.899975,45.34502
549597516325218304,488,51914,576,155.18061,65.172115,0.0109701,532.1008,124.5139,91.87317,387.5037,8.018611,4.490609,4.829239,7.501867,48.74456
1533628556406450176,1362,53050,556,163.94496,44.049663,0.03719224,1038.366,270.5744,364.2648,791.9855,10.83482,6.118023,6.911492,9.347922,43.46392
482035000179451904,428,51883,545,33.295506,14.018075,0.02605854,95.02374,31.51543,18.58572,80.13768,4.529397,3.386699,3.203973,4.386142,41.19173
1673248115357935616,1486,52993,585,354.13104,0.297275,0.008528431,297.9095,89.29368,188.1372,275.0341,22.82457,12.91428,17.5293,24.88759,48.46092
1874750663292905472,1665,52976,463,49.593772,41.409774,0.02154518,456.9527,104.6673,47.51338,285.7814,9.333605,5.889527,6.014441,9.025135,65.20909
2402769697155082240,2134,53876,361,217.31927,28.821883,0.01440049,315.1962,120.4524,191.5258,465.098,17.222,10.85445,11.23669,17.19696,47.32943
2383626653969442816,2117,54115,351,208.32412,33.490851,0.007898992,2661.47,569.2051,4433.455,1745.936,27.18819,10.84045,34.14847,21.51038,45.98055
2283442997754357760,2028,53818,429,205.68513,35.062912,0.02432473,1573.917,386.4137,808.1348,1189.114,14.49673,6.340352,9.889027,11.2457,42.05762
744385076334192640,661,52163,601,21.871794,-8.554276,0.04888875,4676.298,601.2401,142.7481,2294.917,35.24901,9.785252,8.622535,20.88548,42.12691
3001679734057756672,2666,54230,111,206.31735,23.218955,0.03058954,180.6384,58.14252,105.9821,301.6192,13.92392,8.309167,9.331771,14.43707,44.37011
3001751477191469056,2666,54230,372,205.21316,24.47328,0.02704491,318.1252,86.50205,106.8847,398.0862,9.32227,5.336984,6.365555,9.810698,41.39046
3001771543278675968,2666,54230,445,205.65895,24.46506,0.02812629,135.7106,46.78571,73.63195,163.5085,9.968325,6.438868,6.759197,9.661489,40.72915
2723612142354851840,2419,54139,219,120.4884,8.5518795,0.01441633,369.4147,110.9562,196.0428,594.1729,24.36086,13.9658,14.50755,24.37724,52.47325
1946836034796939264,1729,53858,564,241.2076,8.4810949,0.01739782,231.8428,58.07232,47.19717,145.9844,6.387797,4.047652,4.809298,6.557826,41.96782
2937592229058865152,2609,54476,434,181.36632,20.308756,0.02435577,312.2826,77.88712,41.76096,195.756,7.413342,3.884274,4.174642,6.61952,44.36968
1792566017642227712,1592,52990,485,140.00301,33.002792,0.05039271,156.6076,54.70678,85.07539,191.6503,9.006475,5.532656,5.689357,8.198835,43.8848
1792567117153855488,1592,52990,489,139.90015,33.428333,0.02350282,119.0334,51.2449,80.14186,142.0237,7.56004,5.110497,5.391346,7.483153,51.3135
2034544907296729088,1807,54175,159,210.2872,8.5836949,0.01608397,155.292,52.53115,113.4102,88.26109,13.94253,8.587022,10.78347,13.17896,45.05189
409913086674233344,364,52000,311,245.38187,-0.072363775,0.02728706,777.0163,184.8906,1623.991,859.6522,8.988854,5.079394,13.34248,8.983708,44.63388
2115678974905444352,1879,54478,411,148.96549,69.680177,0.0007008419,33024.26,2252.112,780.1848,17620.34,468.1544,25.33994,16.53868,109.3207,41.70646
2067246588706711552,1836,54567,343,233.80199,5.0630019,0.03298461,125.3575,26.0278,53.40701,159.3333,8.02062,4.925655,5.925193,8.517857,41.81331
506703093723850752,450,51908,175,136.93329,55.151683,0.04821081,83.36719,32.085,43.67199,77.99361,4.208355,2.860101,3.038541,3.988218,41.6825
1863540326791145472,1655,53523,640,240.53716,26.329324,0.0720337,4338.363,942.7699,1719.03,2433.037,30.58262,12.60561,16.74709,17.06159,41.29356
914245057467410432,812,52352,52,239.26255,48.168395,0.01966056,332.2785,124.406,190.3147,472.5334,24.29399,14.51566,15.53428,24.84644,43.0456
2577353998885480448,2289,53708,615,143.04205,21.502295,0.001552169,11383.15,2123.262,239.6462,4015.806,89.22208,23.5152,11.06635,34.70883,43.02723
1011151068798674944,898,52606,338,135.15032,46.686491,0.02743018,106.0081,37.60159,58.36701,110.5363,9.076328,6.462433,8.050517,9.469048,49.54663
2191148610853300224,1946,53432,536,147.42168,32.221106,0.005096612,1567.432,435.0816,1515.987,552.7787,21.48231,10.38026,20.63433,13.55123,43.84643
2194381449933645824,1949,53433,9,151.02188,31.185459,0.02065566,822.1804,237.3577,398.7131,1185.772,27.67074,16.31523,18.18488,28.51062,42.15872
2287908939058145280,2032,53815,292,197.8801,36.282126,0.003786627,4496.923,1035.339,560.5691,1445.838,38.27449,14.07207,12.78713,17.76845,42.83361
2361153725340346368,2097,53491,515,176.91701,33.789025,0.03089935,1955.421,410.1265,4263.219,3082.215,27.40337,12.71743,34.70227,29.85765,42.73259
1916435076065814528,1702,53144,558,209.305,12.021325,0.02073688,382.7682,64.41727,97.08389,485.2495,17.85526,9.619615,12.42444,20.11115,46.44006
2793396770091067392,2481,54086,142,163.14901,22.934156,0.004190064,9145.261,1910.431,213.7396,3631.537,57.16011,15.62015,7.087414,23.92468,54.5054
2798008123367909376,2485,54176,534,165.43519,18.72151,0.0220758,87.73166,30.49152,81.149,127.1413,6.1934,4.459037,6.933506,8.044055,46.72989
2816010150828075008,2501,54084,489,172.75102,25.221224,0.03175658,3050.78,903.2375,1169.688,949.1982,22.6045,9.272229,11.65772,8.832312,43.79818
1380442392099842048,1226,52734,324,176.43984,10.82457,0.01001283,594.1346,166.2574,182.3117,564.3146,31.15874,18.45178,17.78973,28.65332,40.53056
3115468742390212608,2767,54243,377,230.37083,15.137564,0.02242037,120.4376,57.44889,92.30627,176.0915,14.26497,10.10885,12.89907,17.31778,41.25349
2036830235789387776,1809,53792,281,210.4969,8.9376959,0.01971323,331.2788,94.25719,156.3724,408.8345,17.14324,10.15714,11.19356,16.99851,48.96331
1606755699474327552,1427,52996,351,153.37119,38.619842,0.02283455,323.4474,91.00201,147.3787,372.6053,13.22187,7.964308,9.496978,13.8682,42.20529
2900491676537612288,2576,54086,631,138.3983,12.440814,0.01628847,221.9852,52.08299,149.7898,264.4351,11.49286,6.505534,8.894814,12.57058,41.90257
519204266087311360,461,51910,598,53.573957,-6.2649979,0.01752557,164.519,82.61692,100.5197,145.2044,13.9431,9.86493,9.937743,12.98307,41.3367
532575427311462400,473,51929,90,139.97995,0.94511893,0.01764133,265.7087,111.2034,176.7543,209.0114,8.458536,6.246157,6.990289,7.83979,59.96182
506790230020352000,450,51908,492,136.60232,55.238484,0.0479116,84.53151,22.96129,35.14323,112.0971,3.410069,2.313799,2.762199,3.678708,45.87276
715056702872905728,635,52145,401,311.31082,-5.4843002,0.02687676,4243.52,710.0223,184.2285,3250.851,30.28201,11.25665,8.935232,22.28907,41.00175
892954939242866688,793,52370,423,226.9514,55.185733,0.01117923,1779.992,526.8243,731.9827,395.2498,13.21902,6.443616,8.417918,5.046802,44.31123
