plate,mjd,fiberid,z,ra,dec,h_alpha_flux,h_beta_flux,oiii_5007_flux,nii_6584_flux,oi_6300_flux,sii_6717_flux,sii_6731_flux,h_alpha_eqw
437,51876,95,0.03340917,120.3987,42.093065,69.74548,18.13446,6.753129,22.36989,1.395078,26.09684,14.49715,-13.29977
437,51876,548,0.1029658,121.56452,42.924847,30.38189,10.29452,11.14225,21.32715,2.997375,15.789,8.341477,-1.674963
437,51876,589,0.09891457,121.74004,42.94579,252.8023,58.6656,49.72935,121.4539,6.799116,43.35357,36.63559,-21.97647
438,51884,255,0.09570202,120.48046,46.201703,296.1916,62.28218,16.70073,102.6297,5.773684,29.85854,26.38652,-12.76361
438,51884,349,0.07863326,120.21219,47.060623,295.668,70.21225,18.05665,120.2459,7.667523,61.08609,31.20539,-28.25837
438,51884,443,0.08300549,121.57658,48.120043,18.76277,6.620284,7.173656,26.0835,2.989849,6.623188,13.08517,-1.119071
438,51884,466,0.117458,120.77895,47.679703,5.334312,2.189387,2.29911,5.448419,1.282141,0.2687592,0.3757221,-0.369062
438,51884,553,0.07495663,121.94304,47.076312,215.2086,42.88646,8.928274,82.95689,3.475962,28.50713,18.18235,-13.72346
438,51884,623,0.09247962,123.29287,47.528764,95.52672,21.24174,7.265631,59.55864,9.745275,23.13519,19.79839,-4.65101
438,51884,630,0.03907131,122.83236,47.660009,722.9796,234.1331,494.9663,89.97602,18.66729,108.8169,76.15388,-99.1974
439,51877,98,0.1664168,122.53211,44.007989,176.469,36.95944,17.8307,77.5523,10.84545,36.08956,21.95571,-16.24485
439,51877,170,0.146352,122.33769,44.451885,181.3744,38.05221,13.93124,71.45073,3.624035,25.43933,1.078462,-16.25993
439,51877,411,0.04675606,122.1337,45.601097,58.17661,19.10355,4.612916,18.21681,2.111353,14.86713,13.91028,-12.92819
440,51885,153,0.1286244,123.85496,49.047651,278.5251,46.9859,9.569094,125.003,8.329006,31.27167,17.34259,-27.2101
440,51885,160,0.1396696,123.76707,48.727202,10.87157,2.346464,4.366246,6.739619,2.350612,4.883959,3.000401,-1.074147
440,51885,237,0.03873006,122.28978,48.871932,135.7308,40.67116,19.06941,43.58411,5.060252,34.29255,23.90329,-18.0421
440,51885,358,0.1892109,122.01391,49.135341,40.71078,8.301552,10.23188,22.10999,4.080568,7.978817,4.656051,-6.569733
440,51885,397,0.09375504,122.66723,49.18944,53.60019,11.88842,4.959681,22.20818,3.339144,12.16775,10.89758,-4.099075
441,51868,19,0.03995938,126.18711,46.90718,60.59617,14.53586,17.90296,42.27044,7.212342,22.62124,9.003184,-2.517967
441,51868,61,0.05456048,125.01227,45.616688,181.2562,40.18512,32.72166,42.16647,10.22925,45.8484,32.72094,-20.96494
441,51868,114,0.04318342,124.73097,45.335353,278.4751,71.88545,98.91591,51.58454,10.76145,66.38866,44.78282,-41.75706
441,51868,179,0.27968,124.34376,46.749894,1012.342,288.2631,748.6065,118.6408,37.07385,117.0643,89.40255,-176.9759
441,51868,224,0.02262215,124.1206,45.637769,383.5089,102.9792,42.87178,127.4861,10.65499,73.31298,58.08601,-23.26493
441,51868,305,0.06043452,123.64206,45.68449,620.8502,128.86,27.35778,239.8652,12.78761,85.43655,62.8872,-25.61325
442,51882,313,0.06114202,123.6098,50.799556,585.4239,123.6568,64.96028,189.4557,17.76053,108.7525,76.35794,-41.56892
442,51882,327,0.1384833,124.96599,52.047392,141.6462,45.10126,140.3728,9.696851,2.782837,16.95706,16.16449,-118.3611
442,51882,521,0.04317537,125.96528,52.460758,224.6318,45.66543,15.37481,74.58736,5.591598,43.87206,26.97824,-16.71814
442,51882,540,0.1108484,126.57073,51.532896,89.90829,19.48516,13.61525,70.42059,7.127495,22.73148,25.48074,-5.869173
443,51873,204,0.09560401,126.09007,48.614209,253.5357,44.68381,15.80745,131.1581,9.663079,41.72723,35.76556,-22.41626
443,51873,283,0.1256574,125.03287,48.755146,19.04979,7.557855,8.87391,14.65043,1.934864,7.876501,6.069098,-0.9108557
443,51873,417,0.1376292,125.98326,48.922474,248.5026,46.65693,17.77916,121.3234,9.800012,35.08966,18.92684,-12.63266
443,51873,490,0.1462551,127.32976,48.915786,81.9724,16.94588,18.61457,73.96803,12.31283,35.94272,55.68598,-6.002417
444,51883,92,0.10451,128.60858,51.919475,132.6764,26.83175,11.54997,71.32693,9.606776,21.25823,5.381079,-8.540796
444,51883,134,0.00973319,128.5168,52.002083,69.53507,23.17453,19.74334,26.99242,6.227958,23.92314,18.10553,-4.640317
444,51883,140,0.05790107,128.38104,52.168795,59.07294,16.37597,6.198257,17.25258,2.34187,17.00431,10.1631,-13.25731
444,51883,207,0.1089816,128.13465,51.796194,245.5877,44.19389,11.03856,100.4711,7.961966,29.85297,18.94053,-19.48105
444,51883,350,0.0626214,126.60895,53.275272,227.9959,33.17427,29.53269,179.4059,22.50873,62.6863,44.87057,-11.26448
444,51883,607,0.06321795,129.08955,53.830868,184.3094,44.14052,13.27045,73.08614,6.331938,29.24498,17.56694,-16.26416
444,51883,637,0.0445742,129.86961,52.951569,181.8189,37.14423,18.94037,62.88506,8.392865,41.25135,28.33772,-20.47148
445,51873,150,0.05112578,130.01639,50.284375,315.0337,77.67109,88.27821,59.04643,13.33554,64.10513,42.90053,-45.92005
445,51873,157,0.09850298,129.95567,50.637825,147.4286,25.91904,16.68505,62.01517,6.337079,25.93935,14.32007,-23.46575
445,51873,310,0.1170821,128.03187,50.527106,18.50798,2.073997,3.227092,18.87564,5.146864,8.729562,4.605138,-1.986365
445,51873,321,0.08142084,128.06765,51.650835,397.5886,110.3646,136.1872,75.23883,13.18495,79.87694,48.45985,-44.65305
445,51873,370,0.124417,129.14772,51.795964,110.526,26.48515,20.58592,30.75189,5.854754,26.21406,18.63387,-29.78386
445,51873,541,0.1113521,130.64314,51.060728,653.0192,198.6327,664.7752,61.09985,14.98431,79.75016,52.77778,-116.5741
445,51873,640,0.07117665,131.68443,50.635968,476.3186,117.0189,26.78584,216.931,16.22718,60.57448,47.47051,-31.35273
446,51899,5,0.04418064,131.98537,53.706049,279.4572,60.39672,29.36282,122.8101,16.20303,52.78879,40.67454,-10.89793
446,51899,53,0.04415922,131.69151,53.649967,31.24227,9.348815,1.219646,14.41325,3.119709,8.667523,6.16839,-4.914674
446,51899,101,0.04266938,131.80147,53.790937,11.29889,1.571079,3.551848,18.03028,4.74134,5.000286,2.904417,-1.675864
446,51899,203,0.1805407,130.447,53.579289,45.71204,10.12861,68.04871,63.33221,2.34475,15.0206,17.89538,-6.950981
446,51899,240,0.08299159,129.86316,54.263483,39.96207,11.55946,21.23682,38.19336,6.975133,9.075522,1.747025,-1.093873
446,51899,616,0.1181009,132.11627,54.952922,284.9673,61.94835,13.03831,122.2981,5.284128,33.24825,28.29161,-8.253346
447,51877,45,0.1374023,132.36021,51.22313,17.83401,1.292517,5.75305,23.04646,4.769578,8.508859,3.9021,-1.244192
447,51877,84,0.07292232,132.17179,51.251529,12.65999,3.982064,8.981769,6.397839,1.658521,5.366139,2.608344,-1.231447
447,51877,118,0.1075323,132.77067,51.948037,136.3614,21.76836,14.27353,93.29283,11.41484,30.01338,16.66128,-8.396644
447,51877,247,0.1183299,131.38411,50.841506,34.46486,15.91088,13.29459,45.11939,9.381133,22.91701,12.97896,-2.769772
447,51877,529,0.135472,132.41134,53.314808,19.92967,8.376954,30.99348,20.45443,7.762473,15.75711,12.19075,-0.8187174
447,51877,551,0.04087342,133.12071,52.376102,1129.727,324.0287,346.35,246.7904,32.49565,203.8886,142.8113,-74.11369
447,51877,588,0.07219256,133.47067,52.503147,38.43302,12.66645,23.90388,29.28271,2.280258,8.973063,6.638817,-1.231163
448,51900,267,0.2594832,132.05303,55.604259,282.34,47.44474,144.7853,257.7475,14.423,46.95711,38.17013,-49.19699
448,51900,271,0.04631887,132.53159,55.806373,100.1349,24.53401,34.4289,16.31178,5.029723,22.41136,15.45269,-20.52751
448,51900,322,0.2334495,131.79345,56.9024,85.72533,19.98064,5.9552,33.97307,0.1906764,435.7291,6.416819,-15.16509
448,51900,351,0.04442494,130.7082,56.302026,349.6882,63.61158,23.16099,139.7307,14.5644,64.14661,52.10911,-26.04733
448,51900,366,0.09648242,132.62478,57.375335,391.6227,87.46796,18.3587,122.1623,8.761467,58.89917,40.28444,-24.42542
448,51900,385,0.09170679,131.6034,56.521646,34.62968,7.376881,15.06058,34.42255,8.96058,13.20536,16.03856,-1.106278
449,51900,15,0.03800868,135.49442,52.80822,471.0846,136.9738,95.71719,123.0046,12.27991,106.0903,72.21762,-37.86572
449,51900,97,0.1173484,134.9069,52.938541,23.04218,5.372636,10.16849,13.61477,7.448497,6.763345,9.124825,-1.600457
449,51900,154,0.08354334,134.84707,53.598637,26.53341,14.47691,11.25484,30.86981,7.894037,13.37995,8.312894,-0.8977786
449,51900,173,0.08424615,134.31132,53.508126,53.46526,11.36703,6.385637,38.61783,8.32267,13.90086,15.13645,-2.711073
449,51900,188,0.08370235,134.05758,53.223322,18.70909,3.926361,13.8316,13.2119,7.023602,10.86292,1.089239,-0.7528327
449,51900,233,0.1303333,133.80853,53.427731,31.33342,9.140377,9.914639,36.91831,7.877309,12.02584,8.779222,-1.932033
449,51900,259,0.05799557,133.79399,52.510584,277.0699,72.08173,61.18597,63.09721,10.91195,66.88562,45.51933,-34.06728
449,51900,286,0.09849781,133.35874,52.585053,279.2151,58.22131,8.10342,94.73558,5.206999,34.75637,20.37914,-24.50336
449,51900,308,0.127302,132.97182,53.219832,218.283,50.43354,15.75538,131.8903,5.52343,32.18059,27.42624,-22.14907
449,51900,442,0.0896402,134.50847,54.374999,7.234677,5.35906,6.022956,3.397163,6.730484,4.519279,2.758587,-0.6852151
449,51900,513,0.04537768,134.37647,53.88143,570.2876,118.8959,44.00368,250.662,15.31983,101.894,77.15674,-31.65959
449,51900,601,0.04588387,135.13734,54.691492,271.201,73.43339,29.74813,74.52309,10.26912,53.73275,39.7481,-30.88834
449,51900,609,0.08446128,134.98515,54.515351,10.61643,7.043779,4.401971,10.34987,3.863675,2.59666,3.072838,-0.6193326
450,51908,5,0.1433784,138.02551,54.698244,145.9749,36.05618,11.33942,71.88642,6.147956,28.81281,20.99382,-12.58955
450,51908,40,0.1250027,139.93563,55.121053,76.77951,15.49697,5.693501,32.06318,5.396153,10.72027,5.621211,-5.724848
450,51908,239,0.120002,135.85293,54.842417,251.3954,55.05656,12.52518,80.36214,4.675993,28.31513,20.47853,-13.69266
450,51908,249,0.09949228,135.76016,54.667441,165.4175,43.5031,25.32845,69.18695,4.306655,28.33253,21.47541,-15.18457
450,51908,301,0.1156275,134.94244,55.169351,162.0923,46.4199,13.29855,68.31439,4.464552,29.89355,21.48755,-9.16903
450,51908,428,0.1408791,136.03709,55.746014,68.73726,14.29252,25.76252,82.35859,14.035,37.16816,24.04586,-4.053843
450,51908,498,0.04570804,136.91273,55.482314,95.2278,25.56542,13.45962,59.29569,4.484764,29.28564,20.46483,-4.69416
450,51908,585,0.03114314,138.06651,55.692702,92.99428,20.32749,45.54643,103.2991,22.293,51.92761,30.57545,-0.9315512
450,51908,606,0.08260174,138.07766,56.552846,129.5105,32.81197,5.829693,41.7569,3.676649,18.67059,15.04463,-15.65301
451,51908,34,0.06537247,142.40863,56.455715,147.7252,41.27329,14.90199,44.62896,5.345416,30.76825,22.67438,-20.73466
451,51908,66,0.1185286,141.7644,56.262019,129.8723,29.29298,13.01978,77.46426,5.75716,23.81881,20.06589,-16.9195
451,51908,192,0.1775649,139.79339,56.049401,45.03997,15.94537,3.358235,52.32897,9.570898,20.25774,13.68251,-3.386167
451,51908,354,0.1196876,137.9638,56.798328,133.7285,26.75986,6.712319,61.34051,3.29187,17.6413,9.404474,-7.245749
452,51911,125,0.1386086,142.96412,56.872703,241.5965,52.7683,44.47129,154.5296,18.87863,52.66686,44.52234,-17.5878
452,51911,330,0.2260314,142.18281,59.006003,218.0865,71.03223,190.453,30.11187,3.439745,21.47719,18.20106,-84.87026
452,51911,485,0.08244085,142.86945,58.575591,160.6432,34.78218,9.98026,88.52577,3.669609,29.40474,28.65844,-11.33329
452,51911,577,0.06939711,144.46888,58.736068,301.5244,76.39675,503.3937,393.3761,59.31813,150.8422,133.9732,-11.48456
453,51915,92,0.1431154,147.00597,58.082037,11.32131,3.578216,14.86481,18.63101,9.547342,5.367097,8.254093,-0.6470444
453,51915,238,0.07450516,145.29063,59.140764,41.53019,8.077169,6.314367,19.53449,2.161884,7.707593,11.61841,-3.586239
453,51915,450,0.02584194,146.43207,59.856828,80.86435,24.62967,52.84657,6.180381,3.759364,16.01197,10.74153,-22.5225
454,51908,74,0.08567815,37.629361,-8.9399892,19.35017,6.658574,12.49689,26.91521,4.374249,9.716859,3.500431,-0.9594724
454,51908,91,0.06804365,37.169485,-9.5851699,817.9984,176.9259,126.3769,232.9301,39.34109,184.3994,134.4908,-52.90075
454,51908,197,0.1067161,36.363531,-8.9013315,128.543,35.41193,12.62458,60.01043,5.407098,31.9321,20.64301,-8.427926
454,51908,282,0.01645906,36.076315,-9.5813227,244.8197,87.40333,187.7491,25.15755,7.669884,43.52804,28.90989,-33.55207
454,51908,319,0.05437284,35.774886,-9.2472323,69.58641,22.17569,6.120919,23.49242,5.784446,15.71569,8.413695,-7.541361
454,51908,417,0.1695027,36.551373,-7.5453059,335.7114,83.00071,72.64969,77.41932,11.78325,54.72799,44.23271,-68.58214
454,51908,441,0.08168993,36.783542,-7.6792402,79.63811,16.71281,4.527065,52.34796,3.866949,19.02074,7.83362,-5.452787
454,51908,501,0.1482188,37.085155,-8.3350916,34.44443,6.752723,3.520464,23.58091,4.91608,14.83961,6.454425,-2.964474
455,51909,321,0.1499031,38.378835,-7.255661,16.69114,8.009121,15.16952,31.21198,1.920612,1.837042,10.0889,-1.169624
455,51909,605,0.07279702,40.177808,-7.1789254,334.416,78.36521,13.13053,111.9595,10.52546,46.2189,35.18578,-22.89375
456,51910,60,0.06887547,41.991157,-8.8376489,333.6111,82.4385,16.16108,122.8933,8.159201,52.97491,38.93184,-33.42647
456,51910,211,0.0549314,41.26984,-8.9923041,109.6803,30.91763,16.56443,32.20582,5.004784,27.72688,19.36447,-13.14074
456,51910,219,0.03751389,41.275655,-8.8809472,927.9086,186.2614,26.07772,388.2018,19.66233,117.1523,83.16279,-21.86323
456,51910,220,0.1527351,41.1018,-8.9057192,115.4387,30.24427,23.05572,48.82407,8.20543,25.86964,18.22271,-9.633098
456,51910,453,0.1383285,41.594684,-7.2413054,14.8859,4.617512,5.375511,5.226838,3.098324,2.279454,4.301029,-1.160706
457,51901,327,0.1223882,42.754059,-6.9243219,259.6264,58.44632,14.7015,81.26442,10.81796,38.57017,27.55267,-30.32343
457,51901,599,0.1710928,44.662668,-7.6092046,79.05844,20.62106,4.596437,32.94022,0.3631261,4.01125,6.963369,-8.075239
457,51901,600,0.1638504,44.742664,-7.4801672,130.152,29.82475,8.725596,55.39065,7.850343,19.06956,13.80767,-14.98671
458,51929,110,0.1185524,46.606966,-8.047103,96.26244,14.84349,15.18166,79.11007,2.982467,21.33064,17.75591,-7.566005
458,51929,213,0.1634514,45.726819,-8.2484992,14.24709,3.71223,6.924852,19.78255,1.433065,0.6660494,3.223038,-1.367184
458,51929,585,0.1053936,46.81063,-7.4069003,94.43948,26.09995,9.460885,33.77615,3.37254,16.26258,10.89181,-11.81659
458,51929,607,0.1064201,47.184974,-6.8510869,152.5865,28.51604,17.25868,90.04948,11.20636,38.44224,17.78485,-7.803407
458,51929,613,0.1240237,47.148915,-6.7651991,20.91827,5.15571,10.0266,22.50408,3.820976,9.077873,2.781533,-1.36015
459,51924,30,0.1063195,49.413212,-7.9567029,250.8652,58.47762,24.96309,126.9974,6.157517,45.05898,33.47323,-14.74706
459,51924,263,0.1230856,47.408229,-7.6564772,489.6649,99.98822,31.37753,173.8707,15.30105,78.75704,54.70174,-37.29257
459,51924,283,0.03498967,47.417097,-8.3827383,87.61639,28.17001,36.35929,15.45497,4.199988,23.36213,13.26449,-16.10848
459,51924,579,0.1574804,49.014589,-6.7239259,23.85909,5.91,5.763848,25.68096,4.094063,16.17373,5.081982,-2.211433
459,51924,594,0.04406708,49.304646,-6.916981,112.9222,39.37357,31.90825,20.31656,6.619752,29.80659,17.80866,-19.15442
460,51924,201,0.1100665,49.920959,-8.0383928,74.35747,18.87341,13.05792,38.21854,2.416113,11.05923,10.08455,-9.681146
460,51924,474,0.1026925,50.49674,-6.4552621,25.19842,4.584372,8.838964,17.11544,7.641151,10.59995,6.263197,-2.080905
460,51924,515,0.04100237,50.852393,-6.6875862,107.7495,21.28251,6.239709,37.21122,4.211972,23.13641,15.65797,-12.71883
460,51924,561,0.06981806,51.304242,-6.1344482,91.74052,23.73642,9.679802,26.51929,3.957385,19.60403,14.66786,-14.68218
461,51910,105,0.1097253,53.38231,-7.1289227,52.67577,15.70647,14.96498,48.05453,0.4715106,14.35929,10.96518,-3.546403
461,51910,235,0.1459988,52.43943,-6.8433379,124.4457,18.06236,8.117398,42.65132,5.73774,19.60909,13.10897,-10.30521
461,51910,333,0.1291174,51.728835,-6.0080976,419.073,84.01311,14.40831,160.9469,7.083569,52.17304,25.42852,-22.81316
461,51910,366,0.1207302,52.644677,-6.0483579,381.2067,93.37165,24.72523,140.9912,9.85014,65.86544,45.21396,-36.2174
461,51910,367,0.01391623,52.539691,-5.5216683,941.4709,145.543,52.6616,403.2639,47.28208,225.7297,172.754,-28.29489
461,51910,468,0.1399618,52.949898,-6.7204223,13.58234,4.629458,12.16549,20.28689,2.442096,7.287843,10.66848,-0.8542458
461,51910,507,0.1363317,53.305939,-6.7420482,140.7379,31.24317,87.3892,75.55157,7.855331,30.79855,22.72255,-12.94768
461,51910,604,0.1507758,53.926112,-5.9518819,1302.966,229.0876,55.80579,579.9785,29.27513,184.6805,152.0728,-69.04259
461,51910,618,0.01828602,53.74168,-5.8147956,227.7492,61.12855,139.2437,105.0123,29.87267,62.61811,43.7408,-6.175334
462,51909,198,0.0508404,55.045393,-6.5520858,658.7053,174.3323,60.01117,223.066,18.23701,128.6476,90.27792,-37.5205
462,51909,377,0.091061,54.495149,-5.6736651,211.196,34.68147,5.61214,93.63527,8.487133,33.92442,24.3876,-16.71873
462,51909,458,0.02091155,54.904953,-5.6329488,377.397,108.4243,47.48075,132.4634,12.82822,104.8172,74.13757,-6.741646
462,51909,528,0.06631631,55.498144,-5.180547,96.71277,21.08782,31.22101,30.31609,6.101585,24.62581,13.10073,-11.05519
463,51908,171,0.1295349,57.614698,-6.4240673,60.48385,7.142817,26.81918,57.78377,0.9536437,16.60786,4.432383,-4.729073
463,51908,505,0.1654648,57.883347,-5.6523825,59.92103,16.39843,7.347431,39.86269,7.762157,18.89285,13.78361,-3.397035
464,51908,162,0.1689398,59.358865,-6.3263458,372.734,81.23759,38.0098,166.245,12.14115,49.68633,45.71161,-30.58888
464,51908,184,0.1319427,59.624841,-6.471211,165.361,45.90485,19.41786,64.66102,4.556325,27.62865,23.15974,-15.56854
464,51908,185,0.06815626,59.6064,-6.5507932,190.4125,32.93103,14.08882,82.53748,7.230961,27.60263,17.14853,-10.14344
464,51908,230,0.08644363,59.356441,-6.7167062,104.2247,29.60545,8.297305,48.13865,3.289663,19.37259,9.107041,-12.62272
464,51908,237,0.1163694,59.407834,-6.5212023,48.70331,12.18139,8.90359,54.74852,3.324039,17.91562,17.55513,-2.678515
464,51908,347,0.2043387,59.122413,-4.669462,90.93635,23.5728,13.02675,39.62941,5.444619,10.53365,9.646472,-8.236233
464,51908,356,0.06573363,58.626798,-5.099988,369.9604,84.41735,16.42724,131.5707,14.19326,46.3364,31.15069,-12.97825
464,51908,610,0.1314891,60.981494,-5.383912,200.7643,44.47723,32.92977,76.40874,6.76882,23.85043,15.67821,-22.59339
465,51910,161,0.1919717,61.806175,-6.0657651,135.7553,31.30702,29.7028,81.84542,6.649388,27.61345,20.64852,-14.95517
465,51910,260,0.1310608,61.393471,-5.6357119,138.7909,20.32769,7.734922,45.99323,4.720913,15.46564,9.240561,-14.58709
465,51910,271,0.06514558,61.485125,-6.2089794,64.86824,16.00284,9.406682,19.25104,3.09938,15.7878,10.97738,-15.84187
467,51901,348,0.0776805,130.23325,1.2263803,54.79807,13.32136,13.82821,31.32175,5.528717,20.9191,11.59043,-4.296092
467,51901,395,0.07742297,130.587,1.0492163,120.2085,29.90205,9.063061,38.91538,4.092239,25.24474,15.56623,-19.88562
468,51912,203,0.1515583,133.05747,-0.38093355,109.4745,11.73488,186.2764,83.64029,5.82915,25.67031,17.77545,-11.14996
468,51912,521,0.03472622,133.31942,2.243025,101.0219,31.48555,78.40862,8.440827,2.286304,0.3427927,11.36856,-35.9702
469,51913,8,0.05348794,135.4816,-0.017969568,203.0339,58.68493,17.35481,71.09961,3.886626,37.84964,24.0037,-28.33803
469,51913,298,0.1779717,133.58762,0.19165754,17.5223,6.16986,16.94481,49.91288,2.71568,12.33177,17.22482,-1.423897
469,51913,451,0.102965,134.87859,2.0112271,17.11903,8.170294,12.21242,14.52465,2.650124,13.38287,5.958937,-1.054769
469,51913,482,0.1649559,134.65472,1.7751279,539.5035,152.5295,179.5106,170.3141,23.37049,100.1977,78.19764,-52.37609
469,51913,517,0.1984778,134.9445,1.1368657,2168.71,544.1794,691.4235,805.4398,38.75536,180.5915,148.7063,-218.3427
469,51913,519,0.07107083,135.14246,1.3159058,1100.521,169.6664,67.02994,632.7029,55.42476,216.496,163.8378,-44.57301
470,51929,65,0.1842803,137.0121,-0.25730558,28.44707,9.197957,7.455646,24.62561,4.885082,11.64571,4.424095,-4.598743
470,51929,176,0.070501,136.10908,-0.14448427,29.99623,8.251673,2.921055,11.85342,2.847821,4.554972,5.713676,-6.712202
471,51924,230,0.05203908,136.08769,1.2574744,341.0186,96.78914,60.08998,134.4202,9.868196,72.50333,50.93598,-30.61241
471,51924,542,0.05538686,137.82884,2.0190052,45.52652,15.63655,22.39978,40.64235,4.176495,19.86939,9.694532,-1.343044
472,51955,32,0.0670829,139.89831,0.0011601604,103.0705,25.5609,56.2474,13.17114,5.890777,20.40764,15.70473,-29.75688
472,51955,66,0.05695716,139.55927,-0.19665107,244.2614,61.85169,81.79814,47.39257,5.967037,51.06982,32.66407,-46.20122
472,51955,157,0.07025427,138.91733,0.18557843,323.8774,86.44822,20.86468,144.736,8.110646,51.43259,33.63353,-13.35887
472,51955,531,0.05457103,138.76168,1.4452533,70.27325,18.52296,12.30319,14.11009,2.224718,16.48441,10.60051,-18.34669
473,51929,30,0.1056394,140.92999,1.4198796,857.7511,168.6808,44.20803,415.2932,18.04039,142.872,108.1246,-58.3428
473,51929,138,0.08803544,139.84026,1.074992,163.6943,36.57119,12.22162,90.41354,4.398491,29.76019,22.67183,-17.28622
473,51929,145,0.1387232,139.96031,1.6173988,192.6496,45.74273,13.95639,74.56892,4.909999,23.47175,22.17067,-13.18223
473,51929,445,0.0855376,139.92441,2.3981604,14.71999,7.188722,3.153947,11.67852,0.5640793,3.841878,6.727631,-1.311847
473,51929,518,0.01673177,140.12501,1.848748,1753.5,591.0688,2183.818,95.45411,29.32975,172.6123,124.7033,-229.6381
474,52000,93,0.06655277,141.95766,-0.71835503,118.0913,36.88058,38.27144,26.21515,3.997538,24.75339,18.79695,-43.83329
474,52000,279,0.1528058,140.31537,-0.26942475,311.9066,43.49609,17.6263,182.3945,7.914518,49.07811,40.18777,-21.68997
474,52000,300,0.02877985,139.97987,-0.59135428,61.4748,15.87813,17.80519,8.078335,2.02781,16.79839,16.53022,-21.45496
474,52000,328,0.1561927,140.24012,0.58975741,291.0695,46.14093,11.86069,114.3621,2.306432,37.31085,28.74277,-30.27274
474,52000,368,0.08767002,140.38271,0.74771658,103.0826,22.05622,7.485793,38.35417,3.605875,19.47017,13.50511,-12.67799
474,52000,390,0.157207,140.32654,0.30790795,142.9693,35.87038,6.672413,60.77562,2.262393,22.02417,11.59483,-16.61086
474,52000,401,0.05657226,140.81166,0.43078049,212.1586,54.48641,20.59659,81.35932,5.45998,50.29495,35.31239,-15.55912
474,52000,408,0.08758263,140.82537,0.56143118,35.5163,4.017813,23.29983,48.05292,5.54668,8.324923,7.914546,-3.790335
474,52000,464,0.07008598,140.96811,-0.022452917,75.73482,27.8828,16.653,14.95621,16.12716,27.1026,23.68305,-4.92963
474,52000,636,0.123484,142.39045,0.29061,45.09477,11.71119,10.57117,23.16359,6.038502,16.67232,13.77281,-4.329353
475,51965,9,0.05929844,143.43254,0.98025666,59.41306,9.68835,11.98258,53.0242,3.110008,8.293722,20.9795,-1.669542
475,51965,421,0.04953224,141.80628,2.2341737,2841.776,801.7179,1495.443,383.8745,61.90957,357.3233,262.7869,-172.3936
475,51965,485,0.1278467,142.12491,2.1083431,40.28159,7.127827,5.684103,26.37015,6.595698,13.13308,9.656503,-2.814373
475,51965,535,0.1551924,142.99256,2.4372032,4.777934,5.66003,12.7439,18.71627,10.53775,10.55945,5.618992,-1.178926
476,52314,67,0.06511822,144.9703,-0.36763522,439.6115,97.93866,20.1207,176.3824,12.71709,63.64918,49.46749,-24.70177
476,52314,236,0.07235999,143.36483,-0.52667659,505.8103,142.4355,52.4636,203.542,11.14795,96.34681,73.91925,-39.40714
476,52314,492,0.01624985,144.16537,0.40911746,1192.713,344.7994,975.4796,104.2521,31.45113,154.9157,108.5471,-168.2329
476,52314,494,0.06201077,144.30631,0.07419616,531.4715,176.9662,518.4035,52.04815,12.42006,67.59478,47.47457,-95.80396
477,52026,53,0.05064557,145.44585,0.81589093,1839.027,480.1329,526.5169,438.459,42.93441,334.7003,240.1693,-86.79962
477,52026,64,0.0997223,145.92652,1.7767709,302.0677,66.1272,49.31532,228.5803,17.16256,49.80546,39.00491,-22.08941
477,52026,131,0.0911722,144.92457,1.1366187,203.8297,50.37242,13.70022,87.35246,5.044458,47.93901,33.47409,-17.0947
477,52026,168,0.09298228,144.93263,1.7712205,230.0224,69.03517,18.19588,88.69643,5.487219,47.13345,32.09694,-36.77074
477,52026,510,0.1445103,145.16387,2.4899118,91.3224,28.14935,42.09764,136.8803,13.76112,74.56119,38.06524,-4.256168
477,52026,558,0.08703848,145.52768,2.3588605,174.6715,44.39674,10.44521,62.33331,4.523381,26.99826,20.17156,-16.35499
477,52026,591,0.06041444,145.63508,2.0777746,157.7809,41.46545,16.8337,49.6628,5.657784,33.68712,23.6518,-18.66313
477,52026,631,0.06144024,146.0616,2.4960748,2428.13,592.4294,778.5928,713.0098,50.91266,270.2137,231.6335,-170.6611
480,51989,228,0.1222188,146.17151,1.3478845,179.9744,46.40343,11.72543,76.55936,1.116807,29.10797,14.62115,-12.92783
480,51989,235,0.1216517,146.26042,1.5632414,312.468,68.61117,10.43975,108.3856,7.728124,36.21563,32.58648,-31.49331
480,51989,407,0.1300197,146.35185,2.8452196,65.77869,19.95649,2.913082,27.00933,3.236812,7.5621,0.9631028,-9.798038
480,51989,527,0.09657675,146.72699,2.5892118,95.15551,23.06236,14.88566,50.69862,2.349757,22.5132,16.74079,-9.684898
480,51989,552,0.1748917,147.33745,1.7175406,4121.742,1342.699,4917.386,585.6268,105.1519,329.1217,260.3319,-408.5474
480,51989,564,0.1029902,146.94877,2.6802156,282.1899,63.30703,13.81748,122.967,4.878769,32.70663,20.35625,-16.57902
481,51908,570,0.08448592,148.57548,2.7412857,689.7847,216.3583,463.2633,74.79479,22.73535,108.2828,73.65327,-92.36832
483,51924,409,0.014229,133.70496,57.670173,1564.84,323.3031,551.2634,562.5225,23.80161,277.4865,209.6803,-57.66758
483,51924,599,0.09789014,135.39109,58.271649,520.7292,158.9235,38.36742,157.6367,15.20771,93.41406,65.33015,-65.63229
484,51907,67,0.1075301,139.17587,57.807731,256.0279,58.40729,31.47725,108.0473,11.71181,44.63475,27.13345,-8.219778
