plate,mjd,fiberid,z,ra,dec,h_alpha_flux,h_beta_flux,oiii_5007_flux,nii_6584_flux,oi_6300_flux,sii_6717_flux,sii_6731_flux,h_alpha_eqw
270,51909,370,0.1354782,152.17414,0.69454574,35.7657,4.629369,7.871474,26.72753,2.178471,9.342048,5.049302,-3.082151
270,51909,378,0.06291825,152.18805,1.0002877,110.3963,33.84819,8.691612,33.61333,0.06796054,21.95537,13.62318,-14.65784
271,51883,246,0.2016057,153.85016,-0.98901879,38.39612,9.154482,7.500554,22.88816,6.953905,6.250316,4.808965,-5.516114
271,51883,269,0.1961375,154.19199,-0.76586366,302.4155,61.53974,17.77853,108.9205,12.22796,38.8112,32.59946,-38.53353
271,51883,476,0.09481686,154.43489,0.29514267,390.6895,96.73188,26.75967,144.6244,11.98112,73.23145,54.41383,-25.7505
271,51883,482,0.09658662,154.54163,0.31487916,273.4102,65.42789,11.81086,77.19806,5.338977,46.84184,31.68059,-35.11359
271,51883,485,0.06264601,154.63276,0.42067646,187.0214,30.46819,14.47707,116.3022,5.689472,31.8891,31.40799,-13.126
271,51883,520,0.092938,154.87239,-0.020718354,183.5224,30.2616,377.0542,248.4457,22.42749,53.57165,37.85449,-11.12136
271,51883,538,0.1196299,154.54448,0.6718661,130.1458,23.60516,21.95855,148.3581,18.42529,52.85043,40.97858,-7.71029
272,51941,60,0.1118258,156.57545,-0.66806238,29.46537,15.45094,24.4805,49.80554,5.378593,16.61719,12.7141,-1.428409
272,51941,353,0.09437191,154.55112,0.22110477,194.1013,46.42681,20.17966,58.02201,8.360806,43.92389,28.81631,-24.61202
272,51941,495,0.09793318,156.08427,0.2507536,53.96982,14.6743,6.315193,20.68073,2.083205,11.9519,1.742605,-10.37779
273,51957,51,0.152541,158.49056,-0.73255362,25.83278,10.26752,8.51542,28.21972,7.008909,6.163374,2.791387,-1.553741
273,51957,67,0.08348337,158.9181,-0.41455845,358.6447,98.8372,64.83581,104.5965,10.71299,71.69756,50.27268,-46.81181
273,51957,74,0.0848925,158.9726,-0.32810702,157.6247,38.50099,15.15883,46.74381,6.643314,31.5241,24.1358,-21.69305
273,51957,177,0.03404677,158.2423,-0.23285955,109.4018,28.4349,15.75899,33.2741,1.491513,29.55331,16.72239,-10.62969
273,51957,361,0.02852034,157.37536,1.0600268,1994.137,510.9267,551.6336,420.1538,41.84446,343.0061,252.1735,-61.7447
273,51957,386,0.03501128,157.444,0.1455754,310.1799,95.97726,124.0324,55.79752,9.096267,63.25395,44.39665,-38.64336
273,51957,538,0.1177771,158.2596,0.63043298,83.33252,20.90339,4.830231,25.36774,2.299963,13.68033,9.26485,-31.10677
273,51957,585,0.06515119,158.76753,0.56146594,42.86978,7.824512,14.27895,58.82405,10.02981,14.39591,15.26507,-0.9125091
274,51913,94,0.03882479,160.09743,-0.93631207,115.5211,37.0088,36.27375,19.01454,3.439699,23.17072,15.89574,-32.32596
274,51913,156,0.1139925,160.50806,-0.28294506,28.97731,10.72253,9.158399,24.69833,5.906682,6.577765,5.333766,-1.678975
274,51913,187,0.01855623,159.85161,-0.38928754,6178.538,1923.79,3079.864,894.9173,83.88581,688.6321,486.6647,-246.4296
274,51913,204,0.0968226,159.65667,-0.9482728,211.2305,47.54902,12.82352,68.60932,6.744003,36.07758,29.37762,-27.06587
274,51913,299,0.1139297,159.18482,-1.1807991,1919.134,416.6789,600.3009,873.306,59.60409,257.0576,197.5318,-56.31074
274,51913,367,0.1084433,159.34899,1.1260079,47.74751,11.30045,15.79567,40.3604,3.871479,13.39473,11.91422,-3.198586
274,51913,372,0.1197447,159.40256,0.95991645,90.10738,16.25596,6.470429,48.5201,0.4295468,23.37213,13.70572,-6.864666
274,51913,578,0.2147652,160.45225,1.1059493,182.2592,46.19648,17.22956,55.85443,5.430593,33.75122,20.85917,-23.73209
274,51913,596,0.08261508,160.92535,0.46865798,201.7545,61.28669,57.41656,40.79827,7.07194,43.17601,31.21691,-32.73237
275,51910,7,0.1045614,162.54713,-1.0020562,337.6415,71.51115,27.35957,112.9823,12.36529,56.07384,38.3526,-40.72828
275,51910,54,0.09526952,162.03917,-1.1608589,671.0477,158.7183,52.97318,249.2481,15.45488,100.2986,71.24939,-40.26439
275,51910,182,0.03899567,161.37702,-0.2579204,96.66415,25.83077,36.79355,36.65773,18.86762,33.59291,30.22404,-2.048771
275,51910,218,0.08506283,161.4291,-0.59322144,236.9246,58.15562,10.85376,81.48486,7.554994,36.96754,26.29264,-28.80977
275,51910,291,0.1370104,160.24867,-0.58000187,58.8643,16.44239,26.19065,88.98066,13.58813,30.09835,10.18986,-1.677472
275,51910,300,0.1321922,160.43395,-0.60849169,523.2609,144.0196,84.95137,173.879,15.04637,91.13275,67.92036,-75.42709
275,51910,383,0.1241556,160.57547,0.39807579,43.11882,12.46821,8.173464,27.02931,4.345015,10.51724,5.511653,-5.523688
275,51910,592,0.0907856,162.41683,0.4375114,115.4391,24.22496,16.37816,62.77059,6.920232,33.07123,22.19897,-5.089129
275,51910,616,0.0541949,162.60173,0.9273653,62.69986,15.82575,12.7732,15.34094,5.446448,18.44744,13.72154,-14.06282
288,52000,496,0.1183854,185.02737,0.095336515,218.5667,54.54127,16.2098,80.90782,3.621657,28.73757,23.2035,-25.17724
288,52000,533,0.00707815,185.14071,0.78821212,301.4709,99.41285,113.54,47.54015,8.261331,61.76589,45.03415,-31.45105
289,51990,209,0.07218131,186.76221,-1.2067626,286.0349,64.59592,62.66803,148.9601,26.62954,86.81451,57.19783,-14.85586
289,51990,445,0.2665091,186.9255,1.0286099,79.95325,20.50452,7.201189,30.7366,8.574872,18.23966,3.584646,-9.329585
290,51941,197,0.136258,189.03582,-0.10999073,82.05927,20.00914,11.13718,32.76043,4.103502,16.48119,11.44657,-8.989046
290,51941,262,0.1630721,188.22103,-0.75856077,134.922,30.84691,9.72271,44.33399,4.831387,16.84398,14.06722,-17.97293
290,51941,328,0.079395,188.14051,1.2250266,30.02449,14.76366,3.252925,30.63587,3.245416,6.178539,0.1574523,-0.9434955
290,51941,398,0.09109191,188.25801,0.35175371,24.06309,2.775024,10.31732,29.66362,0.2711385,12.08345,10.46772,-1.020366
290,51941,443,0.07896298,188.98912,1.2394573,1418.708,288.4796,98.68332,582.9628,33.72617,234.5608,169.5193,-50.48573
290,51941,534,0.177129,189.28591,0.67473137,95.46691,18.45251,7.669425,45.03039,4.324432,20.33821,6.645349,-8.671705
291,51928,8,0.09512603,191.41992,-1.1230673,216.9864,54.79267,12.98624,83.46645,5.876631,34.47398,28.03675,-18.18242
291,51928,33,0.09021423,191.97609,-0.18623265,198.6896,56.25547,19.68582,59.23158,2.955761,34.50872,25.86957,-40.89822
291,51928,45,0.08933952,191.12135,-0.82137158,664.863,151.0099,57.94575,250.861,19.20469,109.412,76.72569,-38.21145
291,51928,215,0.0817673,190.71083,-1.0778071,32.63691,12.28769,5.834135,24.16607,3.498403,12.20466,8.796426,-2.452167
291,51928,231,0.2578351,190.66991,0.11297691,182.0886,36.56185,10.72194,48.16223,6.071492,23.54469,33.17826,-28.16186
291,51928,248,0.07157665,190.10535,-1.1176194,42.90821,11.19445,9.859483,45.70684,5.905439,19.2127,7.095197,-1.656705
291,51928,639,0.06985667,192.02153,0.30831554,28.84136,7.850353,3.983293,6.877603,0.7470089,8.35033,6.238737,-7.518113
292,51609,114,0.08373408,193.17032,-0.65486831,51.95074,14.09704,18.38405,36.30616,2.08861,18.22334,11.53173,-2.85833
292,51609,237,0.08297773,192.05806,-0.26851494,93.88424,19.99095,12.01122,66.38527,3.609921,27.79886,3.124925,-2.732002
292,51609,273,0.08230554,191.62769,-0.38179232,208.1956,55.65077,18.23992,69.3339,6.560824,41.04999,30.25217,-38.47707
292,51609,383,0.1168281,191.65187,0.23846961,73.0086,13.55432,58.5115,77.10539,5.247461,27.0603,23.06974,-4.795638
292,51609,441,0.09699459,192.50339,0.97515977,43.4803,8.584305,25.14097,36.55482,5.317086,19.35494,6.589098,-3.352107
292,51609,509,0.09488683,192.60761,0.33198334,669.8601,185.3981,858.459,498.535,61.69034,190.9604,167.9783,-39.24428
294,51986,38,0.01277295,197.85979,-0.24973076,116.3535,37.29989,137.1926,102.6138,4.663647,49.43059,34.24794,-1.846968
294,51986,227,0.07261894,196.39016,-0.36896644,762.1282,218.1684,161.3162,200.6968,18.92514,126.5444,93.58598,-81.60376
294,51986,444,0.1232448,196.58156,1.0718562,242.8391,43.78025,23.64894,103.1262,7.93378,44.19856,31.59865,-21.8641
294,51986,562,0.08035431,197.1707,1.0265068,142.422,28.88676,14.05094,85.79269,10.17899,32.27331,21.90492,-5.934546
294,51986,636,0.08267321,197.79291,0.43940297,214.2762,53.90451,159.6345,209.9097,18.9997,68.72424,55.76092,-12.23405
295,51985,4,0.04783935,199.18202,-0.9574302,794.0491,125.3393,27.19122,345.9729,15.42369,100.1562,73.29211,-25.93103
295,51985,10,0.1609229,199.27391,-0.88882856,10.28533,4.496645,5.584276,8.305936,7.413386,5.668267,2.496626,-0.2956046
295,51985,128,0.04052293,198.18367,-1.1340289,101.787,30.75751,5.998832,42.84739,0.639662,20.60259,16.29,-8.299455
295,51985,278,0.08610729,197.96439,-0.35569606,172.0594,45.60149,70.24671,30.61728,6.745883,35.53489,25.18459,-38.11614
295,51985,313,0.1831402,197.53072,-0.50117915,438.7033,106.1164,62.15026,131.576,12.04285,78.24055,66.27866,-90.01495
295,51985,372,0.08068864,198.02138,0.96657775,22.87181,7.495388,12.41419,15.20517,2.811633,9.182958,13.8869,-1.87006
295,51985,400,0.2121309,198.02726,0.22809365,156.0452,22.40366,16.24514,90.73019,7.452224,16.46459,12.17807,-14.59211
296,51984,142,0.0843116,200.3494,-0.54222312,77.61335,19.47193,30.96999,85.0611,19.07532,47.68594,33.56064,-2.474272
296,51984,188,0.1118924,199.96673,-0.73240721,18.35714,3.198944,5.226762,29.0054,7.509904,13.98054,6.873824,-1.14744
296,51984,404,0.08155429,199.96621,1.0148159,390.801,99.52007,22.79415,139.0506,11.03304,67.7638,47.26134,-34.6484
296,51984,419,0.1378142,199.60899,1.1053586,218.1101,40.35718,10.13938,79.13113,2.683773,38.50718,21.35003,-23.09814
296,51984,498,0.08501464,200.34691,0.078172922,1365.681,314.7387,1547.966,1242.832,88.34249,220.783,221.347,-49.91815
297,51959,35,0.09429195,202.76442,-0.38323608,147.5058,34.2122,20.4235,46.99936,4.323668,30.15441,24.07191,-21.03231
297,51959,64,0.084674,202.623,-0.65164061,14.47912,3.040553,12.29593,29.92196,4.101764,4.876449,4.798515,-0.9960264
297,51959,318,0.08385873,200.62802,-0.12658459,163.461,30.83174,11.44334,60.49298,3.512746,31.06288,17.33488,-16.6305
297,51959,431,0.08317352,201.43248,0.18101624,59.10017,13.88054,15.43844,31.64129,7.147645,23.7005,13.40274,-4.045732
297,51959,514,0.04695396,201.91456,0.32171048,326.9626,62.94509,48.71895,146.1532,17.06923,66.50912,48.97709,-14.34496
297,51959,575,0.1179696,202.21789,1.0458947,94.10808,24.04612,3.43178,28.83793,3.181364,14.70524,9.325698,-17.93259
297,51959,607,0.07904051,202.45306,1.0179179,327.474,88.21337,38.47385,110.2986,14.0186,75.05332,46.9783,-39.70639
298,51955,15,0.08594565,204.44207,-1.0412961,429.8501,68.93187,27.82862,209.9363,17.37408,62.23786,47.16286,-25.40322
298,51955,491,0.07668029,203.53509,0.47788447,56.39953,11.34908,10.73201,32.94498,1.336391,16.51081,4.614191,-6.464243
298,51955,632,0.08386669,204.6792,0.17407712,156.9957,41.12793,15.92934,48.77901,4.578274,34.18701,23.02031,-22.71307
299,51671,51,0.08863404,206.03487,-1.0738363,231.1222,52.6447,12.65433,78.02009,3.387457,18.95125,18.66645,-6.838923
299,51671,155,0.08948262,205.62256,-0.31264817,110.3549,22.45847,9.865462,60.42676,5.195486,15.94812,11.09534,-5.7064
299,51671,390,0.1699303,204.90982,0.51362436,10.95476,8.843919,2.994022,21.24694,9.54915,5.640377,2.351878,-0.6503112
300,51943,186,0.1441382,206.73603,-0.50588041,242.1605,54.127,16.76526,74.33315,7.42243,40.84806,28.38335,-31.7526
300,51943,256,0.13234,206.93712,-0.92849843,102.6183,20.98018,7.566489,45.59945,4.823127,5.930803,17.84966,-6.7363
301,51942,234,0.0305749,209.11508,-0.28846519,432.441,73.75793,30.35363,165.3854,10.04976,91.40168,61.43857,-25.05817
301,51942,260,0.1179373,208.91462,-0.92270499,97.91965,15.75867,9.306372,62.73683,5.16069,15.48025,14.66477,-5.640264
301,51942,436,0.0713549,208.81454,0.058659453,119.7866,30.29374,9.377871,38.04695,3.025678,23.83946,17.85135,-28.92221
301,51942,441,0.1380982,209.62415,0.68802735,280.9065,54.68467,16.93724,125.0169,8.294962,39.71358,25.89184,-15.57057
301,51942,527,0.048603,209.92807,1.1103623,1971.47,410.5581,107.119,725.3636,38.60698,250.6028,177.9987,-43.92115
301,51942,574,0.1458969,210.22311,0.66855029,23.52616,2.937011,16.35016,29.4813,4.696707,15.56168,5.904753,-1.408458
302,51688,21,0.04783304,212.93925,-0.23056707,156.7331,50.69578,63.86038,30.11044,2.154351,34.54701,24.88225,-25.78897
302,51688,166,0.05252395,212.08556,-0.67546128,47.50307,13.30867,13.31683,17.14602,5.157168,15.15868,12.06999,-3.516718
302,51688,179,0.05267616,212.10361,-0.58914533,181.845,43.42221,23.25338,100.0152,6.917304,29.35695,20.78685,-5.259214
302,51688,453,0.1834159,211.78927,0.72757208,57.55553,11.14521,25.99063,31.49764,4.67803,9.34593,10.78707,-6.054272
307,51663,176,0.09393547,219.61428,-0.61244187,528.239,127.6752,94.40551,132.4128,17.21325,102.3453,67.83301,-69.38091
307,51663,245,0.1060646,219.08058,-0.70224012,651.8531,116.0928,34.84117,258.919,21.4505,103.6337,70.69456,-50.88194
307,51663,477,0.1343791,219.58699,0.2281691,260.7942,62.4398,23.82865,225.3445,17.55553,44.38686,40.6513,-20.27184
307,51663,507,0.1974137,219.92492,0.23066829,260.407,56.28867,18.38247,97.07401,9.380767,39.45515,27.43878,-25.60623
307,51663,535,0.08221408,219.86172,1.0174817,166.2713,37.0325,41.85005,140.1748,34.57952,81.41109,53.05276,-5.127231
308,51662,3,0.04319625,222.60395,-1.1946461,45.95432,8.17614,31.26926,59.36522,1.703904,17.12877,14.16977,-1.044607
308,51662,268,0.0449921,220.73598,-0.81089832,114.0256,37.52702,30.08203,29.25488,3.00182,26.82362,16.65954,-24.01918
309,51994,49,0.08729399,224.3352,-1.1843545,245.8227,59.5167,204.673,223.5861,29.52163,73.93581,62.01844,-9.050269
309,51994,106,0.09856619,224.24844,-0.44412518,127.0048,30.96534,9.313869,50.27784,6.430221,23.92948,18.55251,-18.44017
309,51994,405,0.1189645,223.22003,1.0305954,221.5341,53.26561,8.999713,82.88709,2.808279,39.79193,26.68511,-30.0161
310,51990,7,0.07001241,226.86441,-1.0557868,420.7234,66.86834,13.37481,207.0498,10.69033,60.50821,55.40299,-29.33334
310,51990,102,0.07261588,227.02347,-0.36161391,197.2855,52.50953,18.85611,59.81203,6.332355,44.08626,28.68575,-25.42418
310,51990,173,0.1462506,226.49167,-0.20731694,25.55768,8.281181,8.307887,31.90155,2.269313,10.99545,12.22191,-1.994575
310,51990,174,0.0483064,226.45043,-0.0090562466,402.83,104.2063,37.31739,198.5128,14.316,80.26138,60.79991,-17.52034
311,51665,12,0.1005603,228.35408,-0.55591363,122.2955,16.24784,8.136564,114.0532,7.488596,24.22224,24.24419,-9.090773
311,51665,335,0.09968865,226.41201,1.0857381,125.3664,32.93909,16.80805,97.66837,5.495372,30.33016,24.43774,-6.382833
311,51665,489,0.03662616,228.05274,0.22945252,463.1796,147.8797,484.9634,24.57565,14.10301,55.38256,36.57145,-83.18729
312,51689,130,0.05079332,229.20676,-1.0936847,42.33603,8.56858,6.192401,12.14251,3.243519,11.7014,7.676784,-8.527996
312,51689,140,0.1200346,229.28246,-1.2178674,122.0948,24.51211,12.49508,46.93861,5.553042,23.92138,8.826702,-10.36196
312,51689,151,0.117943,229.34716,-0.55888693,158.7886,26.71711,30.67707,84.5875,7.329524,23.34591,16.92738,-19.54355
312,51689,171,0.1188628,229.31774,-0.27334884,33.0175,7.516275,15.65544,22.34842,5.5691,13.53302,7.037594,-2.80198
312,51689,552,0.1197646,229.67753,-0.1088657,49.98717,12.80202,9.746429,22.3732,0.6683719,9.642987,5.923311,-9.101103
313,51673,186,0.06781412,231.21805,-0.37284614,160.1286,31.88112,21.28296,43.70839,7.053785,32.88203,21.82817,-22.88194
313,51673,288,0.1189667,229.80478,-0.72370297,95.08173,21.68549,9.587514,31.78571,3.61698,17.96651,10.07265,-17.13459
313,51673,293,0.1146827,230.05594,-0.7300439,68.27499,14.30285,67.25681,18.30025,2.409033,10.52723,8.135602,-12.94818
315,51663,194,0.07432002,234.63553,-0.56378697,254.8359,46.87725,9.522683,96.50237,10.84526,37.47345,23.30054,-15.99853
315,51663,439,0.0657955,234.44108,0.16947101,574.1223,158.2048,280.0978,83.3512,16.84296,99.15731,66.11692,-74.27448
315,51663,476,0.08337232,234.63171,0.18314638,31.39716,8.259923,4.287881,10.02653,4.345037,13.02404,6.723385,-9.697182
315,51663,477,0.08584246,234.47194,0.60756402,307.4844,80.3054,68.34485,81.97797,11.28211,63.49848,43.18401,-39.60625
315,51663,544,0.08654554,235.39898,0.67432168,172.1735,45.3169,21.53268,62.17208,6.714637,42.10494,25.44291,-21.59234
315,51663,559,0.05454674,235.23367,0.34633635,72.15126,20.52543,6.606888,20.84763,1.341623,16.62223,9.165412,-11.26893
315,51663,589,0.09653717,235.75575,0.56826836,147.6707,27.21722,16.26954,77.62815,7.698313,31.20537,21.03753,-13.69975
326,52375,48,0.06124192,172.24345,-3.605576,48.11379,12.15495,3.727664,13.98001,1.867273,13.23599,8.022053,-8.826928
326,52375,63,0.06237214,172.94914,-2.9282113,90.37877,30.53205,10.39427,27.39207,3.364681,22.37887,16.43375,-13.30709
326,52375,124,0.1642342,171.61774,-3.3907806,104.2334,28.36777,5.539607,35.69421,2.551743,20.00356,11.64163,-13.71391
326,52375,462,0.04578008,171.64022,-1.6610899,51.97715,11.58548,16.45419,48.13038,8.156977,8.504833,9.794275,-1.250541
326,52375,464,0.073873,171.4741,-1.7011695,620.0914,159.8709,38.45023,256.2223,15.47255,97.37231,79.22476,-44.70246
326,52375,468,0.04700733,171.58534,-1.6182324,98.43431,25.00536,15.01715,28.67475,2.319445,25.27863,16.64791,-16.5545
326,52375,519,0.1165637,172.07029,-1.8740616,20.05328,5.001003,14.18297,28.91926,6.674789,7.26804,2.51347,-3.039628
326,52375,533,0.10495,172.13511,-1.4844231,22.05801,9.842224,10.30101,30.16279,6.887147,8.5416,8.485758,-1.230325
326,52375,572,0.04079395,172.2745,-1.461113,497.0551,108.0442,58.72618,178.129,19.44464,110.4587,78.20677,-37.80301
326,52375,573,0.07617781,172.41887,-1.5742328,52.02414,10.65167,3.386881,22.71385,1.537387,8.773156,7.007431,-5.097392
327,52294,57,0.07960288,174.4074,-3.3594866,39.5825,16.56015,28.58224,55.11155,9.471566,24.33776,13.58788,-1.402531
327,52294,191,0.1431742,173.55495,-3.0604103,113.8776,25.26102,10.15509,36.28339,3.84266,13.41109,13.77372,-14.84829
327,52294,440,0.04165886,173.18034,-2.1997321,2160.269,519.0616,162.7971,985.9525,64.41285,378.025,275.3656,-26.73642
327,52294,488,0.04163294,173.83791,-2.2866529,167.5894,23.36559,12.63765,115.219,7.3188,29.96638,25.138,-11.14679
327,52294,516,0.1708616,174.24261,-2.4326969,164.8049,52.66052,38.27066,71.02338,6.787336,42.94477,23.45522,-13.87308
328,52282,159,0.1419964,175.78879,-3.07223,577.9375,102.4862,17.62838,214.8506,12.59014,75.17056,53.01175,-37.38776
328,52282,499,0.1177672,175.81775,-2.4331022,100.9564,26.11712,5.812575,42.74518,6.442232,18.6635,3.89961,-21.13381
329,52056,40,0.1295768,177.94517,-2.8537569,32.36568,8.213413,14.37329,32.05239,8.704733,15.28381,10.15563,-3.711773
329,52056,191,0.1075122,176.8001,-3.085338,14.22742,7.291248,5.562758,5.394314,3.340664,6.325674,7.859264,-1.243672
329,52056,239,0.04544651,176.62847,-2.5538275,1032.432,214.7033,35.05581,364.0865,17.2647,158.7333,109.753,-57.80925
329,52056,245,0.1339967,176.37606,-3.4545982,12.68927,3.608018,15.20409,20.70382,5.754941,12.93771,1.974,-0.8217628
329,52056,413,0.09232243,176.53807,-1.3465272,217.5447,45.7975,11.82548,86.25764,5.989887,28.96882,21.04628,-17.38332
329,52056,547,0.08452259,177.44401,-2.0054349,24.53265,11.57798,8.868794,19.00873,5.972219,8.853736,9.142459,-0.9551923
329,52056,627,0.1798993,177.9396,-2.1949181,42.56816,8.921378,3.663,21.042,2.439896,9.566801,4.337227,-3.817075
330,52370,144,0.00483095,178.36937,-3.2298046,1190.742,367.5374,1389.243,52.68555,12.52513,97.45175,65.41827,-172.5769
330,52370,265,0.1017986,177.11691,-3.1770304,31.11342,11.51322,9.746712,18.76127,4.326668,8.613088,12.07218,-2.328333
330,52370,380,0.2252759,178.02175,-1.6501926,40.86852,8.225849,39.10768,53.48591,7.319663,8.595337,12.02474,-5.040348
330,52370,420,0.1346279,178.35778,-1.6751139,48.61094,13.14376,14.25974,31.05699,5.028312,14.77808,2.97387,-3.073788
330,52370,474,0.1271589,178.18753,-2.5287851,68.42508,15.11871,1.531185,27.3736,3.291212,16.81389,10.3039,-7.169199
330,52370,618,0.1295493,179.14639,-1.2206014,270.4828,63.05967,76.5858,51.82444,9.607555,45.97546,41.24271,-72.94203
330,52370,631,0.102872,179.69326,-2.4956673,56.11137,10.47284,3.034856,24.42118,2.056156,7.707274,7.278037,-8.511584
331,52368,89,0.068965,180.51894,-3.4150505,105.9604,24.81867,10.1829,33.87856,2.29757,21.20377,16.23032,-17.61243
331,52368,112,0.052211,180.79455,-2.8760037,86.40031,35.97819,54.59801,125.8159,13.92297,45.05764,28.80131,-1.287976
331,52368,166,0.1474067,180.33859,-2.9180798,37.65592,45.42072,10.56515,27.94946,6.863114,11.75113,7.688561,-3.192568
331,52368,223,0.1028799,179.80214,-2.4419147,374.1451,76.7193,11.5464,113.8164,3.757457,48.03936,38.96096,-25.62294
331,52368,357,0.0207329,179.3606,-2.2477516,124.094,33.81186,12.12309,45.21563,7.299276,32.55139,19.61917,-9.608145
332,52367,97,0.1316064,183.05293,-3.2813827,159.8789,28.82087,12.25985,79.45712,3.643476,27.3311,25.53905,-13.87372
333,52313,2,0.1106173,185.9771,-3.2554484,209.8791,41.14901,80.07958,155.9685,8.966504,44.2439,24.19059,-12.64374
333,52313,10,0.07124829,185.73941,-3.5129951,30.02809,8.974228,11.39144,23.41293,4.689273,6.920005,3.861518,-1.566409
333,52313,208,0.1105454,184.38808,-3.7348657,34.23888,5.644918,8.996067,14.74449,5.158953,9.87788,11.94193,-2.436718
333,52313,410,0.08807878,184.35299,-1.7368024,172.2897,45.98671,11.17484,52.76913,4.602002,35.06587,24.72935,-24.87268
333,52313,547,0.1755302,185.24658,-2.0208505,85.09389,13.28188,18.79123,59.16389,10.80682,27.33605,9.806638,-7.819523
333,52313,617,0.02153558,185.6436,-1.5464607,43.63894,16.14518,23.05888,8.300282,2.913616,9.276609,8.042128,-17.60641
334,51993,144,0.09951239,187.20661,-3.1714562,904.5441,209.3181,47.45867,455.4208,17.89986,112.62,97.03383,-31.41609
334,51993,170,0.1108041,186.92413,-3.0578802,115.5649,18.50401,31.7619,60.97622,7.488535,15.47281,14.19981,-5.993997
334,51993,244,0.1140343,186.38527,-3.4624345,143.1792,38.65413,311.6953,46.85564,5.019584,31.04272,19.03995,-32.37057
335,52000,184,0.0603416,189.14191,-2.856598,59.26182,16.3547,9.984374,17.28952,0.3065381,15.83681,10.89499,-16.47365
336,51999,13,0.05632401,192.43613,-2.9740066,313.028,65.57726,15.82313,156.0873,7.920236,48.71107,47.43152,-21.28466
336,51999,52,0.1257718,191.86056,-3.1901055,17.05951,5.214614,7.591055,9.869082,0.1524033,3.142615,1.311045,-1.085528
336,51999,180,0.1632557,191.49252,-2.5326701,31.37287,9.984853,64.80923,50.39658,15.91082,14.04386,19.67404,-3.780717
336,51999,184,0.0595165,191.32158,-2.6884993,714.2371,141.4631,38.5601,262.127,16.51915,130.0792,97.6619,-44.67211
336,51999,288,0.08365025,190.65739,-3.6258833,378.2715,113.2734,75.89607,108.4538,14.19973,67.78338,50.69267,-47.88308
336,51999,369,0.02377683,190.76251,-1.2827241,88.06169,22.31688,197.4352,70.6338,8.910683,18.31488,20.05028,-7.426768
336,51999,469,0.04810476,191.2154,-1.7599012,54.82874,12.07055,10.28317,63.22986,4.759404,19.93018,17.57464,-2.662516
336,51999,632,0.08288184,192.30302,-1.830976,397.2144,97.69854,24.14701,128.6435,10.41966,68.55364,49.95448,-33.11708
337,51997,145,0.0845485,193.50739,-3.1039222,537.7299,114.3699,69.04836,201.1956,24.52478,100.3852,74.5321,-40.35598
337,51997,210,0.08996426,192.49459,-3.6758274,168.327,39.6996,11.26931,58.23762,6.426949,27.89,22.11166,-16.80509
337,51997,274,0.1769197,192.45563,-2.6150833,51.95026,14.82424,16.7439,36.69238,3.431297,8.13228,9.594594,-6.847485
337,51997,286,0.1223642,192.0796,-3.6096392,134.7128,32.08966,9.370475,49.20888,3.090533,20.87982,11.94637,-24.53065
338,51694,7,0.08665504,195.31951,-3.4732483,318.9206,48.38624,14.79167,144.2458,12.31189,53.3078,38.47889,-19.298
338,51694,239,0.1045658,194.66437,-2.552553,215.1239,49.48526,23.13096,82.31496,5.625516,37.67813,24.62309,-18.86446
338,51694,246,0.319179,194.18424,-3.5863433,451.6323,85.09811,83.66588,235.1885,23.19694,71.30129,57.50128,-74.88036
338,51694,255,0.08489512,194.21033,-3.1117777,99.91171,24.03033,19.83977,39.30913,6.440396,18.39081,16.83875,-22.86359
339,51692,403,0.06350335,196.29383,-1.3665577,123.0427,34.67962,17.88722,51.7916,4.102633,31.24819,22.97968,-7.870421
340,51990,13,0.03026126,198.97217,-3.248108,88.88449,26.95196,17.79342,19.86919,5.615947,26.43068,18.82457,-9.691005
340,51990,42,0.08519673,198.78305,-3.3130097,46.22035,10.69951,15.31752,40.13257,4.282154,17.22738,10.58464,-2.305668
340,51990,296,0.1831079,197.33457,-2.958052,37.82425,5.190854,11.53968,56.48217,6.101089,22.74698,10.23471,-3.907322
340,51990,328,0.08457827,197.07706,-1.2689948,115.6197,14.33856,40.14843,141.2074,10.25384,38.51733,26.85752,-9.309449
340,51990,334,0.08620939,197.12466,-1.28669,84.36064,23.48587,7.674207,24.00826,4.708014,17.17835,9.445862,-19.57768
341,51690,41,0.1359121,200.97957,-3.4800753,97.17392,18.90441,3.370516,41.00756,4.628715,15.36507,4.932943,-7.163896
341,51690,78,0.1378284,200.97435,-2.6843586,46.52879,12.60832,4.473025,19.60255,3.0831,2.152453,2.451211,-3.084468
341,51690,110,0.09081084,200.7366,-2.7125685,31.49661,6.803238,2.462153,16.41558,0.2743494,9.576415,7.000936,-5.253784
341,51690,132,0.0348356,200.45281,-3.1809116,62.02123,16.9156,1.038079,20.52277,0.04634891,17.55766,9.811227,-9.177347
341,51690,134,0.07004294,200.62358,-3.2976078,203.5144,64.71562,74.93435,36.6426,11.71351,48.93426,33.5699,-28.66686
341,51690,142,0.1150081,200.6041,-2.7856002,3.998146E+08,5.091079E+07,6.536424E+08,4.045593E+08,7.66113E+07,2.171814E+08,1.56782E+08,-1.380047
341,51690,165,0.06944162,200.43849,-3.0566744,22.79866,9.459455,16.33661,17.94999,5.055166,12.32133,5.957915,-1.438926
341,51690,507,0.08319262,200.66404,-1.7499118,132.577,27.66123,7.60082,50.31224,6.562338,18.65997,15.15509,-17.36307
