#Table1
plate,mjd,fiberid,z,ra,dec,h_beta_flux,h_beta_eqw,oiii_5007_flux,h_gamma_flux,ratio_oiii_hbeta,ratio_hbeta_hgamma,ratio_oiii_hgamma,approx_ebv_sfd,fwhm_hbeta_kms
1921,53317,518,0.2428205,118.76652,17.557175,532.636,-25.0448,236.0467,243.9976,0.4431671,2.182956,0.9674143,0.03828017,1177.41002251547
2360,53728,404,0.193535,141.89703,19.58786,427.3767,-12.20714,310.4001,208.0392,0.7262915,2.054309,1.492027,0.03887487,1177.41002251547
2656,54484,70,0.2223449,182.82181,24.619842,499.9311,-10.54137,467.541,286.514,0.9352109,1.744875,1.631826,0.02648591,1177.41002251547
2883,54525,524,0.09967799,232.28107,56.268529,4169.275,-27.72459,14873.48,2296.28,3.567403,1.815665,6.47721,0.01033084,1177.41002251547
2883,54525,526,0.2307296,232.52434,56.09134,133.2692,-14.78586,59.12499,56.16535,0.4436507,2.372802,1.052695,0.008815586,1177.41002251547
2582,54139,125,0.1331618,146.71908,13.331632,4795.136,-20.45918,9180.033,2261.436,1.914447,2.120395,4.059383,0.03534237,1177.41002251547
454,51908,499,0.1835842,36.654572,-8.5216815,240.5728,-10.43157,139.2732,136.3746,0.5789233,1.764059,1.021255,0.0245428,1177.41002251547
384,51821,324,0.2506422,352.60305,1.267332,213.0012,-19.81473,379.1024,103.6795,1.779813,2.054421,3.656485,0.03055917,1177.41002251547
2364,53737,488,0.1938904,151.71201,21.7636,508.5854,-27.19357,422.43,169.2475,0.830598,3.004981,2.495931,0.03018486,1177.41002251547
2615,54483,462,0.1313441,193.86655,19.557099,364.5638,-10.61501,439.6193,176.4056,1.205878,2.066623,2.492094,0.0179726,1177.41002251547
2752,54533,354,0.2402243,227.01044,13.65138,221.1351,-18.4878,346.4644,91.62455,1.566754,2.413492,3.781349,0.02891962,1177.41002251547
2512,53877,353,0.2395714,177.22133,17.682115,230.7497,-19.20622,249.7706,90.10327,1.082431,2.560947,2.772048,0.03305243,1177.41002251547
2595,54207,591,0.1484291,181.80447,17.812083,1198.309,-10.87025,3453.413,564.8642,2.881905,2.121411,6.113705,0.03104944,1177.41002251547
2601,54144,517,0.2350959,192.57106,17.581203,240.6221,-15.29866,202.2882,105.8377,0.8406885,2.273501,1.911306,0.02296759,1177.41002251547
847,52426,558,0.2331841,192.56757,4.9625196,230.7752,-8.324153,654.054,117.5221,2.834161,1.963674,5.565369,0.03078452,1177.41002251547
622,52054,30,0.1839636,243.52295,47.844238,363.7867,-21.12362,110.4206,165.2606,0.3035311,2.201291,0.6681603,0.01254679,1053.60159300557
1010,52649,248,0.1365027,160.67119,52.003581,367.9673,-21.06761,190.4249,161.3876,0.5175049,2.280022,1.179923,0.009939267,1177.41002251547
880,52367,119,0.2913734,176.04225,51.980502,273.8553,-19.70292,1169.4,128.7258,4.27014,2.127431,9.084429,0.01601274,1177.41002251547
1003,52641,408,0.1767476,165.91554,8.1064938,236.8986,-14.35205,776.1789,110.4565,3.276419,2.144722,7.027008,0.03108791,1177.41002251547
1235,52734,58,0.1404697,149.43515,7.8569037,679.1468,-12.31348,673.2507,306.6941,0.9913183,2.214411,2.195187,0.03076268,1177.41002251547
1238,52761,316,0.2922172,154.17463,8.3135751,763.0659,-33.28624,258.8033,303.39,0.3391625,2.515132,0.8530385,0.02925898,1177.41002251547
965,52438,514,0.1491888,170.06736,49.24134,171.3021,-14.95748,69.34966,84.82174,0.4048383,2.019554,0.817593,0.0123035,1177.41002251547
1049,52751,188,0.297691,225.14355,46.876133,407.099,-25.40912,291.2872,157.7896,0.7155194,2.580012,1.846049,0.01815239,1177.41002251547
1766,53468,517,0.1386218,184.38668,15.479086,424.9375,-25.10727,519.2523,191.5738,1.22195,2.21814,2.710455,0.02499166,1177.41002251547
1742,53053,529,0.1375881,146.33844,12.820284,362.9244,-8.490312,193.4463,181.4453,0.5330209,2.000186,1.066141,0.03319645,1177.41002251547
1438,53054,127,0.1219791,168.16808,44.766664,769.5429,-29.86429,159.3999,347.5417,0.2071358,2.214247,0.4586497,0.01169021,1134.09298993115
1653,53534,146,0.1639236,236.11359,27.723382,1029.1,-13.93236,453.6917,463.7023,0.4408624,2.219313,0.9784115,0.02681614,1177.41002251547
2035,53436,78,0.139604,178.78451,36.029229,293.2446,-10.11641,277.6681,90.82252,0.9468823,3.228765,3.057261,0.01834489,1177.41002251547
2113,53468,140,0.2076056,172.66944,35.348679,637.1523,-33.36874,337.1618,309.8534,0.5291699,2.056303,1.088133,0.02075669,1177.41002251547
2163,53823,45,0.232399,233.47783,23.937426,226.0439,-6.479781,233.0483,117.7198,1.030987,1.920185,1.979686,0.04489609,1177.41002251547
2169,53556,186,0.2625101,236.23582,22.824122,242.1074,-23.3777,1221.733,116.785,5.046242,2.073103,10.46138,0.05076102,1177.41002251547
2169,53556,185,0.2182461,236.29709,22.648906,641.3936,-28.99923,440.6595,283.179,0.6870344,2.264976,1.556116,0.05648902,1177.41002251547
2164,53886,26,0.2228694,234.07027,18.914101,257.4687,-24.32984,692.3535,120.2545,2.689079,2.141031,5.757401,0.03412277,1177.41002251547
2197,53555,599,0.1150581,242.23169,15.86673,1518.112,-16.49849,391.615,690.3002,0.2579618,2.199206,0.5673111,0.03432874,1177.41002251547
416,51811,517,0.1518152,55.672218,0.22868117,214.1382,-12.36145,572.8365,104.9174,2.675079,2.041017,5.459881,0.07367936,1177.41002251547
2341,53738,586,0.1212987,148.89376,25.171939,320.5168,-9.606196,201.504,133.165,0.6286846,2.406915,1.513191,0.03071965,1177.41002251547
2213,53792,9,0.1670465,168.50807,27.959681,244.6644,-13.80514,147.3457,110.6689,0.6022362,2.210779,1.331411,0.01421058,1177.41002251547
2241,54169,586,0.242304,195.36728,27.851852,446.2823,-19.14862,405.9277,183.6502,0.9095761,2.430067,2.210331,0.007912767,1177.41002251547
2365,53739,359,0.1109319,153.17171,21.93225,264.636,-10.48446,872.6749,108.8919,3.297642,2.430264,8.014142,0.02029703,1177.41002251547
2792,54556,58,0.2939787,227.40537,18.136558,255.556,-20.25664,102.1502,98.18291,0.3997176,2.602856,1.040407,0.0231025,1177.41002251547
2664,54524,39,0.2226322,202.08503,24.157621,1267.704,-29.53464,500.5669,591.2784,0.3948611,2.144005,0.8465841,0.01127304,1177.41002251547
2783,54524,143,0.2393086,208.5417,23.166769,462.9964,-22.67151,133.9857,195.2366,0.2893883,2.371463,0.6862736,0.01769189,1177.41002251547
2583,54095,441,0.1378382,148.76897,17.098997,457.6843,-13.07628,890.0135,201.0082,1.944601,2.276943,4.427746,0.02994742,1177.41002251547
2502,54180,48,0.2206279,173.98488,18.426442,174.1123,-17.95785,143.5561,69.09835,0.8245029,2.519775,2.077562,0.0254703,1177.41002251547
2574,54084,597,0.2730911,133.37616,10.974483,182.6773,-6.95721,344.476,95.16527,1.885708,1.919579,3.619766,0.03842423,1177.41002251547
756,52577,225,0.2795614,117.07932,33.886369,359.5151,-17.54814,149.6185,133.151,0.4161674,2.700055,1.123675,0.05181152,1177.41002251547
421,51821,329,0.2106972,14.553558,16.033715,1464.496,-12.32082,773.3995,720.7097,0.5280995,2.032019,1.073108,0.0653182,1177.41002251547
667,52163,567,0.1735864,33.076347,-7.6221464,968.7216,-19.71297,346.3322,425.8024,0.3575147,2.27505,0.8133637,0.02281008,1177.41002251547
331,52368,300,0.2144728,179.47168,-3.2602807,1455.964,-31.27025,1606.035,614.0104,1.103074,2.371236,2.615648,0.02405552,1177.41002251547
351,51695,467,0.2318678,254.99557,62.038373,479.9047,-10.97295,483.25,226.1993,1.006971,2.121601,2.13639,0.0286199,1177.41002251547
355,51788,134,0.1905088,258.76791,56.787729,244.8564,-9.248949,189.1882,123.2639,0.7726496,1.98644,1.534822,0.01919148,1177.41002251547
1781,53297,626,0.1827972,126.10615,53.193586,248.7383,-18.70758,119.1602,131.6261,0.4790585,1.889734,0.9052931,0.03852347,1177.41002251547
301,51942,142,0.1631027,209.92974,-0.57345347,779.7177,-17.37064,275.185,280.8217,0.352929,2.776557,0.9799278,0.03468151,1177.41002251547
625,52145,130,0.279898,246.82963,47.906503,300.0982,-12.6097,77.9775,128.2703,0.25984,2.339576,0.6079153,0.009669999,1177.41002251547
537,52027,351,0.1399261,220.5073,1.9510797,289.6397,-11.69691,655.2034,120.0318,2.262133,2.413024,5.45858,0.03529661,1177.41002251547
305,51613,550,0.2195398,216.70325,0.88983017,349.2582,-11.48072,572.5552,183.3334,1.639346,1.905044,3.123027,0.02710039,1177.41002251547
463,51908,487,0.2514237,57.546542,-6.0838047,291.8893,-6.187913,227.2747,172.859,0.7786334,1.688598,1.314799,0.1046979,1177.41002251547
657,52177,270,0.05475951,12.857375,-10.445747,268.7474,-7.363032,92.45903,149.977,0.3440369,1.791924,0.6164881,0.0284405,1177.41002251547
734,52224,495,0.2888028,330.17377,12.538525,577.4114,-13.55723,268.4681,268.65,0.4649512,2.149307,0.9993228,0.0690011,1177.41002251547
1018,52672,452,0.09002344,181.0665,56.049457,479.1006,-9.759583,860.7986,203.4748,1.796697,2.354595,4.230494,0.01378824,1177.41002251547
1020,52721,415,0.2655058,187.28727,56.185861,213.1869,-20.81174,263.5259,92.57323,1.236126,2.302901,2.846675,0.007902721,1177.41002251547
757,52238,37,0.1841132,120.58753,35.53861,465.7121,-18.79395,254.7885,192.1347,0.5470945,2.423883,1.326093,0.04250814,1177.41002251547
900,52637,567,0.1142786,142.00541,49.304808,1430.807,-42.96933,528.9068,589.7719,0.3696563,2.426034,0.8967989,0.01080191,1143.38514374837
882,52370,117,0.1895299,181.32377,52.019176,220.3363,-15.38326,126.3453,95.60371,0.5734205,2.304683,1.321553,0.01307573,1177.41002251547
932,52620,506,0.1261385,127.43476,32.872503,1046.314,-26.62361,1140.742,499.3543,1.090249,2.095333,2.284435,0.04181051,1177.41002251547
1297,52963,7,0.2044642,128.97277,5.8880901,1442.162,-22.44092,414.8552,653.9902,0.287662,2.205173,0.6343446,0.0271188,1177.41002251547
1263,52708,75,0.2623491,116.57892,19.816851,597.1761,-18.13124,356.6362,258.8172,0.5972044,2.307328,1.377946,0.04005324,1177.41002251547
1284,52736,230,0.267134,205.80273,47.231686,385.2041,-19.6469,56.34626,159.4433,0.1462764,2.415931,0.3533937,0.03662596,1177.41002251547
1426,52993,551,0.05348795,152.2289,37.658328,2276.364,-15.99699,876.6531,1263.183,0.3851112,1.802085,0.694003,0.01528632,1177.41002251547
1461,53062,199,0.09827451,198.77711,46.236157,387.8419,-14.90561,358.3639,177.3759,0.9239949,2.186553,2.020364,0.01049363,1177.41002251547
1452,53112,557,0.1376694,187.2714,42.574928,251.0432,-10.27082,607.4136,116.3435,2.419559,2.157776,5.220866,0.01841697,1177.41002251547
1972,53466,484,0.2917499,174.52036,40.021932,255.9641,-13.56072,1180.499,143.491,4.611972,1.783833,8.226989,0.01511055,1177.41002251547
1796,53884,283,0.1716289,196.57738,8.8781835,689.6315,-14.81247,697.0327,309.3272,1.010732,2.229456,2.253383,0.02803368,1177.41002251547
1798,53851,165,0.2634137,199.14274,9.0649751,1419.284,-31.0285,352.7328,571.6257,0.2485286,2.482891,0.6170695,0.02692229,1177.41002251547
1840,53472,147,0.2578412,216.29729,33.340625,143.0155,-10.97215,56.4142,66.70016,0.3944623,2.144155,0.8457882,0.007444083,1177.41002251547
2033,53476,57,0.1894373,208.44586,35.724049,569.4219,-13.89273,492.1531,260.6078,0.864303,2.184976,1.888482,0.01049866,1177.41002251547
1840,53472,508,0.265869,216.09258,33.858812,135.3729,-13.35132,74.54913,57.61016,0.5506947,2.349809,1.294027,0.01519951,1177.41002251547
1787,54465,580,0.05233598,141.40761,64.156027,294.4177,-15.84123,700.686,128.2684,2.379904,2.295325,5.462653,0.03968321,1043.34797869694
1871,53384,178,0.1397043,122.19237,54.859092,553.1812,-6.179073,518.7308,369.8924,0.9377232,1.495519,1.402383,0.03777149,1177.41002251547
1941,53386,632,0.1012567,143.93778,32.033092,377.8855,-7.643282,784.3761,200.9513,2.075698,1.880483,3.903314,0.01577273,1177.41002251547
1952,53378,617,0.2310105,153.54954,32.968022,160.8277,-16.50728,132.2863,68.88617,0.8225342,2.334687,1.92036,0.01721002,1177.41002251547
2108,53473,125,0.1873424,181.74595,37.650523,391.474,-8.859143,620.0057,195.2212,1.583772,2.005284,3.175913,0.0160983,1177.41002251547
1970,53386,30,0.2787292,178.8945,40.060688,189.0363,-10.25517,143.0599,78.55597,0.7567856,2.40639,1.821121,0.01756222,1177.41002251547
1950,53436,106,0.1334325,150.29751,28.954725,291.4653,-13.7481,340.5862,131.7824,1.168531,2.211717,2.584459,0.01588589,1177.41002251547
1956,53437,30,0.08878648,155.64964,30.29847,340.422,-14.77796,1120.185,169.4026,3.290576,2.009544,6.612557,0.02548556,1177.41002251547
2117,54115,468,0.1371519,208.79233,33.099137,278.5698,-23.29401,79.05912,123.8988,0.2838036,2.248365,0.6380942,0.01379216,1010.38215092481
2095,53474,368,0.2818832,180.11711,33.577654,302.6015,-12.426,210.7768,126.1321,0.6965492,2.399085,1.67108,0.01726048,1177.41002251547
398,51789,10,0.05435418,20.499255,-1.0400985,2138.112,-15.47931,4931.464,1174.936,2.306458,1.81977,4.197221,0.0398137,1177.41002251547
2285,53700,330,0.1150349,135.45083,20.608917,162.9701,-8.989923,288.5561,74.03502,1.770608,2.201257,3.897562,0.02757914,1177.41002251547
2343,53735,111,0.1878497,152.67399,23.295766,178.0143,-13.90827,157.5681,73.15285,0.8851429,2.433457,2.153958,0.02344364,1177.41002251547
2349,53734,620,0.1176643,157.75974,25.601631,225.8413,-8.049485,109.8245,72.75878,0.4862908,3.103973,1.509433,0.01866746,1177.41002251547
2360,53728,201,0.1274911,141.51086,17.444228,292.2597,-16.301,419.1141,136.0552,1.434047,2.148096,3.080471,0.02691524,1177.41002251547
2420,54086,46,0.2549992,123.38553,10.793604,1395.719,-24.85401,332.7679,554.2973,0.2384204,2.517997,0.600342,0.0317677,1177.41002251547
2593,54175,394,0.277474,158.53257,18.294828,159.5509,-16.85427,38.80391,67.41394,0.243207,2.366735,0.5756066,0.0254245,1177.41002251547
2603,54479,259,0.06738997,195.74514,16.407715,4510.373,-27.85945,13407.49,2181.303,2.972589,2.067743,6.14655,0.02487949,1177.41002251547
2604,54484,232,0.2082254,198.28565,16.356917,504.2233,-20.49731,476.2924,213.9,0.9446062,2.357285,2.226706,0.02047456,1177.41002251547
2606,54154,185,0.1925312,202.43334,16.038285,311.7548,-13.75614,101.4661,125.242,0.3254676,2.489219,0.81016,0.03059258,1177.41002251547
2606,54154,305,0.2400054,201.45296,16.597633,202.2959,-15.48461,339.9809,88.35142,1.680612,2.289674,3.848053,0.01822282,1177.41002251547
2576,54086,385,0.2648995,136.43831,12.175517,217.4274,-13.43355,72.60851,115.7441,0.3339437,1.878518,0.6273191,0.01556374,1177.41002251547
2147,53491,605,0.1444477,161.87728,10.291366,686.9014,-8.880097,415.7328,364.7195,0.6052293,1.883369,1.13987,0.02465937,1177.41002251547
425,51898,289,0.2434632,21.823499,13.24145,217.7404,-21.45246,68.51955,100.5921,0.3146846,2.164587,0.6811622,0.04026048,1177.41002251547
445,51873,151,0.2768953,130.00539,50.495854,176.5514,-9.748284,194.9912,94.45789,1.104445,1.869101,2.064319,0.0254408,1177.41002251547
537,52027,554,0.2112113,222.17231,2.2091854,209.1354,-10.22878,223.8787,116.8616,1.070496,1.789599,1.915759,0.03467563,1177.41002251547
523,52026,329,0.1324733,193.11385,3.3982143,827.0843,-18.9367,762.2682,367.1184,0.921633,2.252909,2.076355,0.02463894,1177.41002251547
524,52027,531,0.1853426,196.13765,3.2998381,384.5011,-15.71146,478.1942,171.9916,1.243674,2.23558,2.780334,0.01965562,1177.41002251547
462,51909,59,0.2945551,56.025244,-7.1212711,377.9723,-20.48334,251.669,137.3843,0.6658398,2.751204,1.831861,0.05287327,1177.41002251547
463,51908,107,0.1724222,58.028891,-6.7376928,609.2848,-9.414379,1135.043,297.2071,1.862911,2.050035,3.819032,0.06326006,1177.41002251547
650,52143,279,0.07390003,359.22627,-10.268192,2517.656,-19.92488,6401.678,1239.828,2.542713,2.03065,5.163361,0.02787535,1177.41002251547
640,52200,208,0.2184002,320.94931,-8.4786098,540.6541,-14.25848,229.2093,267.2178,0.4239481,2.023271,0.857762,0.05561345,1177.41002251547
559,52316,405,0.2763447,155.39535,60.160959,343.1355,-14.85897,278.6049,143.7713,0.8119385,2.386677,1.937835,0.006965987,1177.41002251547
851,52376,549,0.09823072,200.11037,5.1871081,757.894,-18.79784,411.4316,343.6385,0.5428616,2.205498,1.19728,0.03070117,1177.41002251547
583,52055,497,0.2413322,213.77464,4.7628198,218.3956,-11.44536,178.0451,113.7042,0.8152415,1.920735,1.565863,0.02350342,1177.41002251547
952,52409,33,0.1146274,174.75214,59.229793,1149.173,-24.65467,699.9782,553.5003,0.6091149,2.076191,1.264639,0.01233527,1177.41002251547
759,52254,486,0.2047412,123.33897,39.519159,500.4146,-27.05802,376.8163,211.6684,0.7530081,2.364145,1.78022,0.03420175,1177.41002251547
779,52342,633,0.2714019,187.00559,62.663355,308.9474,-21.87812,139.3107,126.4546,0.4509205,2.443149,1.101666,0.01292053,1177.41002251547
921,52380,592,0.2753194,224.74104,-1.5720237,296.4713,-19.01542,64.3106,137.9743,0.2169202,2.148743,0.4661056,0.05648422,1177.41002251547
1061,52641,293,0.2364408,119.08366,30.759843,1044.362,-11.40847,371.8837,505.2963,0.3560868,2.066832,0.7359716,0.05324914,1177.41002251547
897,52605,31,0.2664332,135.54233,44.77376,233.6322,-17.41371,195.7289,106.0107,0.8377651,2.203855,1.846313,0.01702317,1177.41002251547
898,52606,219,0.2162254,135.97746,45.167949,272.1781,-22.14256,404.9947,112.3353,1.487977,2.422909,3.605232,0.01812934,1177.41002251547
1190,52670,422,0.2262468,133.16721,5.2042882,506.7795,-7.72408,325.1428,314.7409,0.6415862,1.610148,1.033049,0.05480066,1177.41002251547
996,52641,142,0.09774876,152.6807,6.2003999,848.1523,-26.29281,5163.375,446.0031,6.087792,1.901673,11.57699,0.02165883,1177.41002251547
998,52750,598,0.1586854,156.97615,6.5187444,351.8627,-19.54598,257.0432,156.0188,0.7305213,2.255258,1.647514,0.02101244,1177.41002251547
494,51915,271,0.1530587,186.74102,67.27336,571.536,-13.41739,981.394,316.9882,1.717117,1.80302,3.095995,0.01495826,1177.41002251547
961,52615,347,0.221917,155.79628,47.104741,234.5199,-10.5552,287.0741,117.8034,1.224093,1.990773,2.436892,0.008803225,1177.41002251547
1050,52721,500,0.1986541,228.43055,46.263143,724.2312,-24.70704,268.1304,336.4619,0.3702277,2.152491,0.7969116,0.02327158,1177.41002251547
1051,52468,469,0.06582695,230.53983,45.190039,276.7696,-9.762555,320.8897,115.1969,1.159411,2.402579,2.785577,0.02181119,1177.41002251547
1165,52703,424,0.07457047,226.96886,51.853072,520.0632,-20.13925,526.0982,176.6329,1.011604,2.944316,2.978483,0.01834504,1008.48035778298
414,51869,382,0.215543,50.906866,0.59880646,1015.267,-26.0307,280.2719,446.5457,0.2760574,2.273601,0.6276442,0.1046753,1177.41002251547
1268,52933,270,0.2259866,128.19551,28.886673,353.9419,-15.73858,1338.894,150.6353,3.782807,2.34966,8.888311,0.03550447,1177.41002251547
1588,52965,116,0.1202317,131.34113,27.824625,253.6285,-13.56153,185.4274,103.0816,0.7310984,2.460463,1.798841,0.04726148,1177.41002251547
1430,53002,158,0.06428257,158.1842,39.222992,1151.464,-21.90233,765.4868,567.9626,0.6647945,2.027358,1.347777,0.012852,1177.41002251547
1435,52996,158,0.1199272,163.83141,40.454851,857.6617,-14.845,4128.207,506.1172,4.813327,1.694591,8.156621,0.01129475,1177.41002251547
1368,53084,457,0.2896628,177.75091,44.674617,155.2829,-16.6196,42.17628,74.12218,0.2716093,2.094959,0.5690103,0.01402299,1177.41002251547
1372,53062,393,0.06235174,187.96691,45.078647,397.4676,-6.522267,530.9824,116.7265,1.335914,3.405118,4.548944,0.01453124,1177.41002251547
1701,53142,182,0.2952869,206.48251,11.228089,328.9593,-26.58384,128.9626,150.3111,0.3920321,2.188523,0.8579714,0.0275298,1177.41002251547
1383,53116,321,0.2460904,221.37341,36.770775,358.9481,-16.30462,753.8167,172.5383,2.100072,2.080396,4.368981,0.009658377,1177.41002251547
1813,53903,471,0.2568896,220.15972,8.676428,173.0147,-7.850829,183.7008,85.5563,1.061764,2.022233,2.147134,0.02448577,1177.41002251547
1388,53119,48,0.09337158,233.56424,30.576515,739.4523,-7.619586,1004.142,447.0871,1.357953,1.653934,2.245965,0.02555041,1177.41002251547
1775,53847,36,0.2489373,204.96889,13.917797,205.2454,-12.34376,171.8023,77.28382,0.8370577,2.655736,2.223004,0.02096541,1177.41002251547
1777,53857,237,0.1521939,206.65042,13.742962,471.1797,-22.45324,202.7073,219.4405,0.4302123,2.147186,0.923746,0.02283905,1177.41002251547
1722,53852,197,0.1761891,232.53633,9.6944481,272.0365,-15.87559,86.42856,121.0992,0.3177094,2.246395,0.7137007,0.03288406,1177.41002251547
1727,53859,568,0.1188412,238.68574,8.3726256,5024.298,-21.31766,1147.539,2172.032,0.2283979,2.313178,0.528325,0.03603432,1177.41002251547
373,51788,461,0.2654245,331.4827,0.6896275,315.9475,-21.58729,230.562,131.5683,0.7297478,2.401395,1.752413,0.05393716,1177.41002251547
1865,53312,5,0.1743305,113.05381,42.467048,218.1488,-22.12002,115.338,114.3963,0.5287124,1.906957,1.008232,0.05387421,1177.41002251547
2021,53475,27,0.1400099,196.59585,39.286143,501.1054,-15.37049,2082.807,223.8502,4.156425,2.238575,9.30447,0.01348787,1177.41002251547
1273,52993,158,0.1289001,139.08088,34.541936,238.5734,-6.994077,324.9826,97.92314,1.362191,2.436333,3.318752,0.01404929,1177.41002251547
2969,54586,576,0.26028,245.25657,18.74962,361.8178,-16.03246,395.4231,179.1707,1.092879,2.019403,2.206964,0.0397432,1177.41002251547
2170,53875,216,0.1609714,238.32801,17.034152,496.135,-12.74061,309.0074,220.0968,0.6228293,2.254168,1.403962,0.03786433,1177.41002251547
2124,53770,509,0.2601994,212.12476,25.048599,513.1537,-31.38498,227.3668,241.1614,0.4430773,2.127843,0.9427992,0.01871856,1177.41002251547
2156,54525,518,0.2750206,229.14998,20.699102,156.8085,-15.61205,81.91244,65.15506,0.5223724,2.406697,1.257192,0.04242263,1177.41002251547
2264,53682,90,0.2661887,119.07949,12.491425,291.1305,-7.919629,306.299,149.1226,1.052102,1.95229,2.054008,0.02116111,1177.41002251547
2268,53682,263,0.2681938,121.50081,13.72279,277.6346,-16.55655,202.8247,134.0246,0.7305457,2.071519,1.513339,0.02860849,1177.41002251547
2418,53794,629,0.1445548,121.45352,11.438226,471.8792,-19.4556,697.7091,210.2701,1.478576,2.244157,3.318156,0.02013324,1177.41002251547
2429,53799,511,0.28312,131.47413,16.141605,244.9439,-24.35235,59.66362,88.90833,0.2435808,2.755016,0.671069,0.02145469,1100.84373289091
2501,54084,253,0.2726513,172.43136,23.134897,525.0328,-18.32092,364.07,244.5147,0.6934234,2.147244,1.488949,0.0135069,1177.41002251547
2504,54179,446,0.1534156,173.54789,23.173549,398.0758,-15.51577,574.9139,180.6236,1.444232,2.203897,3.182939,0.0145172,1177.41002251547
2533,54585,405,0.2388927,247.88899,12.645947,306.3306,-15.21678,122.3314,145.006,0.3993442,2.112537,0.8436295,0.05610165,1177.41002251547
2533,54585,612,0.1472984,249.44376,11.830357,873.853,-8.637259,550.5377,514.1096,0.6300117,1.699741,1.070857,0.04564831,1177.41002251547
2743,54259,246,0.1235981,208.36306,15.035457,286.7255,-14.33337,112.8418,106.1881,0.3935532,2.700166,1.062659,0.02377973,1177.41002251547
332,52367,512,0.2724926,182.70545,-2.348898,136.4776,-16.15073,25.84616,52.11071,0.1893801,2.618994,0.4959854,0.0232319,1177.41002251547
498,51984,318,0.07506416,208.92816,64.679164,3829.025,-31.01656,4715.926,1666.83,1.231626,2.29719,2.829279,0.01161159,1177.41002251547
623,52051,586,0.2586868,243.87336,52.626154,274.7571,-17.19446,96.62169,132.7819,0.3516622,2.069237,0.7276723,0.01961818,1177.41002251547
506,52022,324,0.2742197,160.11595,3.2045045,286.6906,-11.92366,262.5424,153.7285,0.9157692,1.864915,1.707832,0.03184064,1177.41002251547
506,52022,419,0.09332597,160.47332,3.2501879,255.6148,-10.78211,298.4584,89.76582,1.16761,2.847574,3.324856,0.02998003,1177.41002251547
560,52296,366,0.2530079,157.6674,60.773976,192.6502,-11.28889,120.8911,84.03981,0.627516,2.292368,1.438498,0.005876986,1177.41002251547
838,52378,542,0.1017756,175.5619,5.6606956,1490.235,-32.8502,504.9073,637.8135,0.3388105,2.336475,0.7916222,0.02767253,1177.41002251547
843,52378,486,0.1255665,183.42792,5.7273569,484.2809,-16.17197,115.9042,221.1446,0.2393327,2.189884,0.5241107,0.01437244,1177.41002251547
269,51910,276,0.1227426,150.72962,-0.41385309,829.9355,-23.10613,1945.143,334.304,2.343728,2.482577,5.818485,0.04253437,1177.41002251547
835,52326,58,0.07452945,169.16314,4.0743296,364.6213,-12.46294,467.7494,149.435,1.282836,2.439999,3.13012,0.04089069,1177.41002251547
836,52376,95,0.2499353,171.1856,4.157511,254.9642,-19.79676,115.0986,110.0793,0.4514306,2.316186,1.045597,0.04242125,1129.65312506231
837,52642,59,0.1080859,173.59369,4.1910085,1384.096,-9.110264,1164.94,907.3848,0.8416612,1.525369,1.283844,0.02311966,1177.41002251547
782,52320,59,0.05218846,195.08318,61.65503,1193.153,-9.823345,1383.016,676.0758,1.159128,1.764821,2.045653,0.01081972,1177.41002251547
980,52431,181,0.2726534,259.86287,27.576431,175.4508,-12.20502,80.57283,89.93381,0.4592333,1.950888,0.8959126,0.03867253,1177.41002251547
632,52071,309,0.1010617,252.36344,38.156676,599.6449,-18.1269,2169.098,280.1388,3.617304,2.140528,7.742941,0.01467268,1177.41002251547
974,52427,203,0.2897334,256.10464,33.529438,207.7581,-8.539386,93.13703,113.2196,0.4482956,1.835,0.8226225,0.01901007,1177.41002251547
976,52413,619,0.1015794,258.34412,32.941116,388.4246,-6.932276,1053.692,221.9961,2.712732,1.749691,4.746444,0.04425742,1177.41002251547
750,52235,493,0.2975334,359.9561,15.075189,277.0883,-15.70836,66.23497,112.3265,0.2390393,2.466811,0.5896647,0.03264356,1177.41002251547
832,52312,150,0.1897877,139.02389,44.062423,338.736,-20.42502,123.8007,136.2961,0.3654785,2.485294,0.9083216,0.01531896,1177.41002251547
1042,52725,132,0.2690201,204.8708,52.456516,621.0911,-23.25795,278.3723,280.3129,0.4481989,2.215707,0.9930772,0.010035,1177.41002251547
1047,52733,247,0.1202468,219.5299,48.558717,585.1489,-13.1677,2495.842,305.5757,4.26531,1.914906,8.16767,0.03075648,1177.41002251547
1158,52668,93,0.2343002,208.46097,57.290523,361.6761,-24.65535,272.5641,152.7317,0.7536139,2.368049,1.784594,0.006918648,1177.41002251547
1216,52709,534,0.2489518,147.73708,41.563156,217.9936,-8.691047,168.273,92.32999,0.7719173,2.361027,1.822518,0.01304002,1177.41002251547
1237,52762,77,0.1042021,154.29814,8.5510366,493.237,-22.04542,649.7769,173.5116,1.317372,2.842675,3.744861,0.02690777,1177.41002251547
1213,52972,199,0.1966877,139.25916,37.189532,284.7875,-21.63745,167.2828,109.9161,0.5873952,2.590953,1.521913,0.0122385,1177.41002251547
448,51900,515,0.2974597,133.52211,56.241396,232.9202,-19.80283,61.76764,103.9903,0.265188,2.239825,0.5939748,0.03208108,1177.41002251547
1414,53135,553,0.1344889,252.15084,23.849715,771.4448,-12.30975,523.4492,442.5805,0.678531,1.743061,1.182721,0.04917558,1177.41002251547
