#Table1
plate,mjd,fiberid,z,ra,dec,h_beta_flux,h_beta_eqw,oiii_5007_flux,h_gamma_flux,ratio_oiii_hbeta,ratio_hbeta_hgamma,ratio_oiii_hgamma,approx_ebv_sfd,fwhm_hbeta_kms
1780,53090,339,0.195967,120.42567,51.673161,341.5874,-14.6123,428.6555,149.6376,1.254893,2.282763,2.864624,0.04730971,1177.41002251547
1867,53317,491,0.1352773,114.88139,47.539332,275.7852,-6.522312,689.4731,164.02,2.500036,1.681412,4.203592,0.08082319,1177.41002251547
2014,53460,273,0.2379021,206.26294,38.251217,389.1605,-19.23517,240.4653,132.5136,0.6179077,2.936758,1.814645,0.009182612,1177.41002251547
2014,53460,276,0.2572642,206.31662,38.407541,195.1883,-16.23412,252.9218,71.0877,1.295784,2.745739,3.557884,0.008055459,1177.41002251547
2023,53851,192,0.2158535,199.63399,34.893811,539.6846,-13.28695,156.4446,271.3995,0.2898816,1.988525,0.5764367,0.008724541,1177.41002251547
1993,53762,142,0.2207066,203.77717,34.209533,206.4684,-4.541914,280.7472,128.4009,1.359758,1.607998,2.186489,0.007145291,1177.41002251547
1993,53762,69,0.2178251,204.19863,34.182312,188.113,-13.0401,91.1422,84.11018,0.4845076,2.236507,1.083605,0.008594756,1177.41002251547
2006,53476,29,0.2118512,196.60817,33.322733,431.7604,-20.88787,240.1796,183.4938,0.5562798,2.352997,1.308925,0.008882206,1177.41002251547
1983,53442,312,0.1828243,162.86841,33.980779,245.6402,-21.10434,149.4039,97.74557,0.6082225,2.513057,1.528498,0.02202046,1177.41002251547
2207,53558,588,0.236201,249.14282,16.958255,358.6603,-8.804948,463.4691,166.6628,1.292223,2.152012,2.78088,0.0639024,1177.41002251547
2207,53558,596,0.08804529,249.12695,16.924531,350.3856,-13.85512,124.1382,127.9897,0.3542902,2.737608,0.9699078,0.06405784,1177.41002251547
736,52221,49,0.08127831,334.82721,12.131442,1040.065,-15.18986,480.6739,437.5912,0.4621576,2.376796,1.098454,0.06925997,1011.34777949369
2353,53794,509,0.08497884,157.37463,27.67316,611.207,-13.31257,360.8195,293.6101,0.5903392,2.081696,1.228907,0.01984453,1177.41002251547
2298,53737,298,0.2487846,148.62782,22.414838,279.4487,-23.74386,150.0568,107.3714,0.5369743,2.602637,1.397549,0.02399545,1177.41002251547
2511,53882,460,0.1820997,176.47905,22.649343,765.9971,-19.81641,557.5507,382.782,0.7278756,2.001132,1.456575,0.02053091,1177.41002251547
2511,53882,521,0.1559927,177.3773,22.667246,273.6612,-54.70327,330.1576,111.6075,1.206446,2.451996,2.958202,0.01819997,1177.41002251547
2513,54141,350,0.2915065,177.51859,22.588484,374.0661,-23.71556,94.49807,156.4113,0.252624,2.391554,0.6041639,0.01777294,1075.11059748426
2513,54141,470,0.2099638,178.27797,22.608244,383.9987,-9.410707,319.9218,211.185,0.8331325,1.818305,1.514889,0.02705364,1177.41002251547
2513,54141,490,0.1813373,178.78984,22.64401,442.7869,-13.50013,250.5499,194.1903,0.5658475,2.28017,1.290229,0.02479358,1177.41002251547
2644,54210,359,0.220908,180.92877,22.692584,1015.641,-31.87943,567.7698,460.3137,0.5590261,2.20641,1.233441,0.0237135,1177.41002251547
2645,54477,482,0.1013642,184.42608,22.812094,333.8021,-7.105543,321.9734,126.6778,0.9645635,2.635049,2.541672,0.0233031,1177.41002251547
2496,54178,563,0.2942273,171.37147,22.724953,478.9344,-24.64016,141.1108,218.7948,0.2946348,2.188966,0.6449457,0.01348428,1177.41002251547
364,52000,355,0.2472486,245.09034,0.34705119,215.1423,-9.465698,101.2716,89.08217,0.4707193,2.415099,1.136834,0.08943758,1177.41002251547
268,51633,530,0.2347056,149.74915,0.78858374,323.1213,-26.08154,62.4929,142.7138,0.1934039,2.264121,0.4378897,0.02065747,1133.66612130726
270,51909,537,0.1774282,152.68546,0.72537002,1343.096,-6.451722,1437.593,780.7585,1.070358,1.720245,1.841278,0.02762467,1177.41002251547
294,51986,328,0.08601505,195.8477,1.1840889,472.1663,-20.08035,329.1501,155.3634,0.6971062,3.039109,2.118582,0.01933112,1177.41002251547
294,51986,528,0.2754462,196.98572,1.1193517,556.1118,-8.494699,460.1558,304.7293,0.8274521,1.824937,1.510048,0.0227654,1177.41002251547
485,51909,506,0.2950132,142.15825,60.422503,484.7462,-6.863072,869.0221,337.5528,1.792736,1.43606,2.574477,0.02666923,1177.41002251547
516,52017,112,0.2721574,180.63785,2.4332535,391.0352,-6.612251,392.4018,243.8166,1.003495,1.603809,1.609414,0.02395347,1177.41002251547
517,52024,360,0.07723631,180.88727,2.4929611,2203.247,-17.19365,1940.391,1166.518,0.880696,1.888738,1.663404,0.02613056,1177.41002251547
668,52162,532,0.108239,34.871353,-8.086412,266.4676,-7.673867,627.2791,152.0976,2.354054,1.751952,4.124189,0.02144637,1177.41002251547
636,52176,458,0.2834199,313.86986,-5.3539624,180.6505,-15.85257,80.76166,68.30737,0.4470602,2.644671,1.182327,0.05573612,1064.80516966085
568,52254,502,0.1445724,141.74844,4.0361,412.5733,-11.88656,259.709,225.8826,0.6294858,1.826494,1.149752,0.03632152,1177.41002251547
578,52339,344,0.2864663,159.61752,4.7598441,202.0925,-12.99232,175.0599,114.3988,0.8662364,1.766561,1.53026,0.02453689,1177.41002251547
603,52056,183,0.1341387,200.7931,63.723717,300.5687,-11.76851,197.1566,136.2991,0.6559452,2.205214,1.446499,0.01433528,1177.41002251547
856,52339,10,0.1642211,210.40265,4.2742307,1758.235,-20.29874,845.7086,788.8973,0.4809987,2.228724,1.072014,0.02700188,1177.41002251547
972,52435,40,0.125119,256.39562,33.669925,1395.836,-21.98175,208.0099,597.1447,0.1490217,2.337517,0.3483408,0.02006223,1177.41002251547
976,52413,166,0.2440954,257.82492,31.874088,540.9916,-27.69257,978.313,244.0543,1.80837,2.216685,4.008588,0.04155429,1177.41002251547
978,52441,428,0.2829811,258.30272,31.016448,274.7184,-11.11043,246.2251,114.5768,0.8962816,2.397679,2.148996,0.02990095,1177.41002251547
618,52049,365,0.2871396,237.02259,52.898804,231.4184,-18.62384,504.5458,109.5459,2.180233,2.112524,4.605793,0.01520949,1177.41002251547
910,52377,588,0.1450768,202.92096,-1.8701165,415.0446,-24.62907,159.3171,170.8339,0.3838555,2.429521,0.9325848,0.03440132,1177.41002251547
1829,53494,249,0.1170313,220.67,5.4064643,1324.26,-21.89858,1111.445,409.1348,0.8392951,3.236733,2.716574,0.03460572,1177.41002251547
1832,54259,85,0.0769651,227.7845,4.8546506,2572.49,-28.637,2981.343,1041.58,1.158933,2.469795,2.862327,0.04259966,1177.41002251547
1830,54560,156,0.09305653,223.88299,5.5658881,1280.694,-33.0742,648.4324,583.6811,0.5063134,2.194167,1.110936,0.03384004,1177.41002251547
834,52316,488,0.2790391,144.3848,47.775532,179.5355,-14.23256,92.00253,83.77448,0.5124477,2.143081,1.098217,0.01170231,1177.41002251547
827,52312,29,0.2662367,128.15599,36.937206,522.8141,-20.51625,122.1454,226.6319,0.2336307,2.306887,0.5389596,0.02940739,1177.41002251547
827,52312,23,0.09166554,128.1056,37.12672,1084.483,-5.900719,3762.322,929.4779,3.469231,1.166766,4.04778,0.03092873,1177.41002251547
1282,52759,96,0.1538985,201.14778,47.966904,385.7996,-10.69817,486.8554,210.9416,1.261939,1.82894,2.308011,0.01043396,1177.41002251547
1194,52703,94,0.1863314,138.90153,5.6518985,408.4192,-37.06514,162.5575,159.0983,0.3980164,2.567087,1.021743,0.03639395,1060.68186308969
1195,52724,410,0.2690887,141.12676,7.8381844,229.9446,-13.06143,324.7443,101.748,1.412272,2.259942,3.191652,0.03503285,1177.41002251547
1229,52723,570,0.1213833,182.96531,10.875841,224.533,-9.899827,906.8683,102.3884,4.038909,2.192953,8.85714,0.02318869,1177.41002251547
1232,52731,417,0.2355721,187.7255,11.003095,1265.265,-11.17858,1935.16,652.4673,1.52945,1.939201,2.96591,0.02843631,1177.41002251547
1614,53120,300,0.09318852,185.17499,11.401445,478.9831,-14.06779,646.4847,206.5952,1.349703,2.318462,3.129234,0.0296219,1177.41002251547
1038,52673,443,0.1683045,191.88686,55.993289,471.3698,-20.34841,202.1731,232.2271,0.4289055,2.029779,0.8705835,0.01050935,1173.97401754681
1274,52995,492,0.1848132,141.0185,36.421882,324.1269,-22.67896,256.7482,141.4923,0.7921226,2.290774,1.814574,0.01150529,1177.41002251547
1289,52734,610,0.07975971,222.08069,44.542434,588.7796,-10.93033,1227.591,197.5014,2.084976,2.981141,6.215609,0.02527941,1177.41002251547
1461,53062,217,0.2298757,199.0225,45.852156,181.243,-12.4767,118.513,68.49916,0.65389,2.645915,1.730138,0.01370839,1177.41002251547
1327,52781,209,0.2208708,219.02299,51.280517,394.6107,-24.30059,225.6311,162.3974,0.5717815,2.429908,1.389376,0.007960848,1079.4433140167
1420,53146,237,0.1410006,243.82188,30.975813,285.3615,-13.24131,169.4036,122.6781,0.5936455,2.326101,1.380879,0.02514284,1177.41002251547
1357,53034,343,0.08856566,151.74094,41.068543,513.5738,-21.27788,800.9052,193.6189,1.559474,2.652498,4.136504,0.009743056,1177.41002251547
1696,53116,244,0.2033559,195.71049,11.307756,1108.102,-22.55025,260.5713,485.4076,0.235151,2.282828,0.5368092,0.02337831,1177.41002251547
1955,53442,507,0.1093813,154.74392,34.608974,1116.192,-12.5377,2316.481,423.7464,2.075342,2.634104,5.466668,0.01406467,1177.41002251547
1419,53144,552,0.09733227,242.69887,33.060416,2022.419,-11.93944,2074.677,980.5318,1.025839,2.062574,2.115869,0.01457089,1177.41002251547
1423,53167,373,0.2427284,250.2999,26.32565,592.7897,-23.3823,312.1579,233.7735,0.5265912,2.535744,1.335301,0.04598122,1177.41002251547
1423,53167,12,0.2466842,252.02397,24.915463,351.5618,-18.28483,69.01273,155.4664,0.1963033,2.261337,0.4439078,0.05726141,1177.41002251547
1293,52765,31,0.1339777,233.22064,38.725145,432.6844,-16.37239,140.5769,176.9267,0.3248948,2.445558,0.7945489,0.01414395,1177.41002251547
1718,53850,490,0.2848544,227.46747,11.179732,245.4682,-8.133147,155.2046,123.7777,0.6322801,1.983138,1.253899,0.04348183,1177.41002251547
1722,53852,158,0.2219009,232.51999,10.202091,244.5308,-11.80157,130.5764,115.6433,0.5339875,2.114526,1.129131,0.03372005,1177.41002251547
1846,54173,599,0.1590502,231.4517,28.426462,374.5988,-12.6623,73.55884,187.032,0.196367,2.002859,0.3932954,0.02514325,1177.41002251547
2031,53848,396,0.1619091,193.41373,36.300912,356.8698,-15.55819,762.5262,138.2009,2.136707,2.582253,5.51752,0.01302108,1177.41002251547
2145,54212,480,0.1847627,223.30672,26.616033,228.0107,-10.42595,242.7873,105.6968,1.064807,2.157215,2.297017,0.03015668,1177.41002251547
2222,53799,194,0.1426254,176.45622,29.111687,3572.795,-24.84218,4286.996,1423.135,1.1999,2.510511,3.012361,0.02106397,1177.41002251547
2355,53792,105,0.0551085,162.3558,24.856629,1186.639,-9.49496,1897.624,639.1501,1.599159,1.856589,2.96898,0.02631452,1177.41002251547
2212,53789,136,0.1756984,166.52868,25.595958,1003.408,-33.77187,609.608,410.6805,0.6075375,2.443281,1.484385,0.01688249,1177.41002251547
2236,53729,255,0.2088277,189.01677,26.693345,808.9857,-16.53399,566.8578,370.7672,0.7007019,2.181924,1.528878,0.01974715,1177.41002251547
2244,53795,157,0.1751221,201.50762,26.127562,223.0695,-19.77808,102.4988,79.3878,0.4594925,2.809871,1.291115,0.01300546,1177.41002251547
2439,53795,454,0.1486039,139.62123,18.516888,435.3022,-16.46039,302.0212,210.3496,0.6938196,2.069423,1.435806,0.02251125,1177.41002251547
2772,54529,231,0.2385001,212.81968,19.744469,930.851,-18.45128,1807.309,446.0082,1.941566,2.087072,4.052187,0.04028451,1177.41002251547
2601,54144,378,0.2641678,191.58713,18.356644,195.9526,-10.14805,169.8701,113.2594,0.8668936,1.730122,1.499832,0.01503914,1177.41002251547
2601,54144,362,0.1565508,192.01093,18.264547,281.3513,-22.39259,406.6211,124.4079,1.445243,2.261522,3.26845,0.01650519,1177.41002251547
2572,54056,502,0.2349381,128.13678,10.434824,167.4462,-13.83983,202.5163,76.54641,1.20944,2.187512,2.645666,0.04368524,1177.41002251547
277,51908,277,0.282167,164.899,-0.09757181,567.636,-16.11699,202.5605,252.222,0.3568493,2.250541,0.803104,0.03216041,1177.41002251547
474,52000,506,0.2992754,141.43586,0.2575432,258.0163,-30.34112,303.5271,98.45975,1.176387,2.620526,3.082753,0.03142067,1177.41002251547
301,51942,545,0.2585477,210.12558,0.36905672,312.2499,-11.91585,239.7986,140.1072,0.7679702,2.22865,1.711537,0.03321667,1177.41002251547
278,51900,527,0.09478367,167.55029,1.2243894,1421.419,-11.29103,706.7639,726.966,0.4972242,1.955276,0.9722104,0.03454725,1177.41002251547
285,51930,326,0.1969081,178.88958,1.1251547,385.17,-19.16389,165.7838,178.7352,0.4304174,2.154976,0.9275391,0.0130928,1177.41002251547
301,51942,457,0.2438676,209.62325,1.1523482,225.9562,-7.802256,242.5218,123.044,1.073313,1.836385,1.971017,0.03143553,1177.41002251547
445,51873,306,0.2862419,128.11401,50.584929,212.5625,-18.02207,118.6574,90.80293,0.5582234,2.340921,1.306757,0.03445126,1119.85886163649
604,52079,147,0.2919137,206.18408,63.060355,273.8605,-15.52009,130.6318,143.4097,0.4770012,1.909637,0.910899,0.01609805,1177.41002251547
585,52027,368,0.1058275,216.95121,5.0394564,4298.79,-31.98537,928.6484,1945.137,0.2160255,2.210019,0.4774205,0.02558853,1177.41002251547
586,52023,531,0.2381403,219.4768,4.7856343,247.0226,-20.73897,225.4619,102.2564,0.9127178,2.415717,2.204868,0.03090151,1177.41002251547
974,52427,4,0.2075965,257.55594,33.734063,1538.251,-8.412434,1040.573,895.5942,0.6764649,1.717576,1.16188,0.02438474,1177.41002251547
973,52426,114,0.1632425,255.62944,32.788795,5054.773,-23.87314,844.8409,2051.066,0.1671373,2.464462,0.4119034,0.01974257,1177.41002251547
922,52426,252,0.272011,225.59416,-2.5275068,319.5631,-22.05464,275.7772,122.1029,0.862982,2.617163,2.258564,0.0802817,1177.41002251547
732,52221,23,0.2064748,325.9985,10.618155,474.4965,-23.24397,328.473,219.5902,0.6922559,2.160827,1.495845,0.06497686,1177.41002251547
724,52254,93,0.2682009,344.1428,-10.097186,171.9312,-15.30553,85.50865,68.60474,0.4973421,2.506113,1.246396,0.03641765,1177.41002251547
726,52226,152,0.06563585,348.07017,-10.236196,535.9274,-11.19713,451.7581,221.8272,0.8429464,2.415968,2.036531,0.03269358,1177.41002251547
1188,52650,218,0.2549267,130.42915,4.0743219,251.3253,-13.80984,202.0578,98.72999,0.8039693,2.545582,2.04657,0.02739256,1177.41002251547
1218,52709,54,0.05502596,154.18797,42.173744,3987.076,-23.61081,1215.503,1858.835,0.3048607,2.144933,0.6539056,0.01325352,1177.41002251547
1272,52989,264,0.2178655,135.31839,32.890945,175.093,-13.84282,206.5951,57.73843,1.179917,3.03252,3.578121,0.02430905,1177.41002251547
1290,52734,136,0.1898469,224.10001,42.300066,484.8739,-17.1835,364.8407,210.7791,0.7524446,2.300389,1.730915,0.01434323,1177.41002251547
1310,53033,1,0.2996576,174.92797,55.884987,204.659,-17.8731,165.1229,83.00378,0.8068197,2.465659,1.989342,0.01042383,1177.41002251547
1376,53089,374,0.1087345,200.00143,45.102529,475.7452,-14.62093,239.2802,213.827,0.5029587,2.224907,1.119037,0.03405933,1177.41002251547
1344,52792,521,0.13738,204.11658,44.488254,487.3365,-19.37618,267.7886,186.8421,0.5494943,2.608279,1.433234,0.01230386,1177.41002251547
1345,52814,367,0.05435376,206.11007,44.272238,1912.699,-23.87518,481.0817,886.9761,0.2515197,2.156427,0.5423841,0.01515813,1177.41002251547
1727,53859,356,0.2610418,236.79443,7.7693692,377.1291,-8.30976,458.0594,209.933,1.214596,1.796427,2.181932,0.03190702,1177.41002251547
1713,53827,92,0.2452251,223.03891,9.2239924,162.336,-12.45303,50.3686,56.82591,0.3102736,2.856726,0.8863667,0.02633895,1017.68102948602
1041,52724,285,0.2799852,200.4954,52.744747,334.2975,-16.31856,139.2443,145.2538,0.416528,2.301472,0.9586276,0.012256,1177.41002251547
1687,53260,514,0.1143465,256.44996,24.217854,551.9193,-15.75203,347.2445,246.2604,0.6291581,2.241202,1.41007,0.0336475,1177.41002251547
1377,53050,497,0.1365749,206.37586,40.596921,380.3801,-20.80248,1352.399,168.0002,3.55539,2.264165,8.049989,0.004890827,1177.41002251547
1575,53493,166,0.2840713,243.91089,25.122351,421.1022,-19.08579,223.6225,158.4518,0.531041,2.657604,1.411297,0.05355144,1177.41002251547
1693,53446,113,0.06767823,255.66286,24.884551,436.4969,-14.54152,958.0873,173.3862,2.194947,2.517484,5.525742,0.06498189,1177.41002251547
1294,52753,389,0.1537021,232.82784,37.921632,994.0893,-27.37875,2305.449,461.5251,2.319157,2.153922,4.995285,0.0121669,1177.41002251547
1704,53178,296,0.2528127,210.47386,12.856489,210.9644,-23.35629,55.97821,86.14577,0.2653443,2.448924,0.649808,0.02552548,1177.41002251547
1647,53531,588,0.2806717,224.7341,33.614106,219.6277,-21.18454,91.22739,98.13397,0.4153729,2.238039,0.9296209,0.01335542,1177.41002251547
1786,54450,101,0.1569121,138.08455,60.930604,356.3303,-12.26824,947.6033,169.2472,2.659339,2.105384,5.59893,0.03436565,1177.41002251547
1740,53050,595,0.2889764,141.82348,10.856103,155.249,-16.03725,101.8047,67.2387,0.655751,2.308923,1.514078,0.02606283,1177.41002251547
1762,53415,152,0.06770358,178.03159,14.815154,439.827,-13.46012,315.4374,177.1484,0.7171852,2.482816,1.780639,0.0410211,1177.41002251547
1989,53772,46,0.273959,193.49681,37.303405,137.8039,-13.40708,65.18123,66.21484,0.4729998,2.081164,0.9843901,0.01321762,1177.41002251547
1923,53319,382,0.1395377,120.25589,18.811325,3421.211,-30.15136,568.3103,1400.953,0.1661138,2.44206,0.4056597,0.02747046,1177.41002251547
1949,53433,146,0.1946247,150.23214,31.667017,404.6406,-13.24281,125.0818,186.469,0.3091184,2.170016,0.6707917,0.01735641,1177.41002251547
1944,53385,472,0.1282613,144.69374,28.60423,481.8525,-21.72025,526.1155,206.0526,1.09186,2.338493,2.553307,0.01647618,1177.41002251547
2149,54509,206,0.1105864,224.55459,23.676467,660.3006,-21.49049,399.3137,273.7256,0.6047453,2.412272,1.45881,0.03122366,1177.41002251547
2158,54209,136,0.2471744,229.52123,22.076966,244.928,-19.0653,404.5495,101.0023,1.651708,2.424974,4.005349,0.0419083,1177.41002251547
2158,54209,88,0.1643408,229.75572,22.004337,1190.413,-42.00757,584.1897,536.2393,0.4907456,2.219928,1.08942,0.04378897,1177.41002251547
2144,53770,287,0.2978118,221.35517,21.753131,334.8038,-18.60933,142.2209,115.8357,0.4247889,2.890333,1.227781,0.02294573,1177.41002251547
2341,53738,439,0.2922605,147.0159,25.137341,255.6311,-18.12235,60.8237,94.30253,0.2379354,2.710756,0.6449848,0.02511628,1162.34982438385
2344,53740,486,0.162433,150.31378,26.094647,559.6696,-17.10644,175.547,270.2221,0.3136618,2.071147,0.6496397,0.02676342,1177.41002251547
2481,54086,471,0.1665907,162.42228,23.557677,156.4323,-23.94919,117.5044,71.40126,0.7511513,2.190891,1.64569,0.02531948,1018.35525194886
2430,53815,387,0.1716043,132.35328,14.06729,319.3984,-17.55989,270.6496,133.4346,0.8473729,2.393671,2.028332,0.03374587,1177.41002251547
2651,54507,103,0.08839365,198.97984,21.422641,726.6894,-11.72158,2382.252,392.7166,3.278227,1.850417,6.066085,0.02581974,1177.41002251547
2654,54231,275,0.1102614,204.4723,20.778955,484.3224,-14.11282,547.4785,243.4338,1.130401,1.989545,2.248983,0.02026208,1177.41002251547
2767,54243,458,0.2489052,230.75408,15.497733,202.0872,-12.56595,362.5581,77.25996,1.794068,2.615679,4.692704,0.03275092,1177.41002251547
2198,53918,514,0.1624827,244.17502,16.702789,423.2769,-21.48325,1232.808,172.7871,2.912533,2.449702,7.134839,0.04819995,1177.41002251547
761,54524,396,0.05601526,125.78453,42.255846,2228.499,-20.03791,4653.677,1067.905,2.088257,2.086795,4.357763,0.03821623,1177.41002251547
476,52314,570,0.170223,144.68524,0.95438376,584.9619,-6.153452,1314.734,313.3683,2.247556,1.866691,4.195492,0.06068141,1177.41002251547
596,52370,560,0.1934409,169.49142,64.033838,349.9262,-14.34627,173.2016,177.7756,0.4949659,1.96836,0.9742709,0.009758773,1177.41002251547
624,52377,563,0.2719533,246.98013,47.08141,106.0018,-11.77985,139.6809,45.12733,1.317721,2.348949,3.095261,0.01595445,1177.41002251547
432,51884,246,0.1179971,114.09636,39.438281,4723.809,-24.48447,3841.355,2257.625,0.8131903,2.092379,1.701502,0.04283509,1177.41002251547
485,51909,345,0.2672284,138.64069,60.386956,184.2077,-15.09427,107.4788,69.07021,0.5834652,2.666963,1.55608,0.03825398,1177.41002251547
485,51909,387,0.2614959,139.14811,60.456242,170.091,-11.56674,185.2608,84.14089,1.089187,2.021502,2.201793,0.03385171,1177.41002251547
485,51909,384,0.1942249,139.37302,60.528858,300.0841,-13.0489,264.8002,132.6158,0.8824198,2.262808,1.996747,0.03197513,1177.41002251547
507,52353,254,0.2533337,162.52673,1.3700446,224.9182,-18.42794,176.7221,99.92396,0.7857172,2.250893,1.768566,0.0442447,1177.41002251547
508,52366,43,0.1296234,165.96097,1.3270423,374.8798,-8.058254,233.233,178.576,0.6221541,2.099273,1.306071,0.06391191,1177.41002251547
273,51957,255,0.2586038,157.33622,-0.79651288,234.3934,-10.19757,253.8989,98.65478,1.083217,2.375896,2.57361,0.04934081,1177.41002251547
978,52441,524,0.1103326,259.00806,31.20386,7375.022,-31.24908,5745.547,3320.828,0.7790549,2.220839,1.730155,0.02943147,1177.41002251547
632,52071,409,0.06926169,253.53399,39.425932,1485.234,-27.74565,355.1642,730.3998,0.2391301,2.033454,0.48626,0.01542369,1177.41002251547
633,52079,285,0.1815411,254.48962,38.391044,424.3621,-20.31097,274.7164,182.5706,0.6473631,2.324372,1.504713,0.01335399,1177.41002251547
1005,52703,81,0.2145291,147.26484,47.781659,247.2845,-19.50748,78.80136,114.4394,0.3186668,2.160834,0.6885858,0.008888624,1177.41002251547
888,52339,245,0.2398776,113.83831,26.795766,232.4331,-10.95679,263.5136,94.90262,1.133718,2.449175,2.776674,0.04010241,1177.41002251547
902,52409,134,0.0563294,147.1778,50.492079,2322.049,-20.472,2978.191,977.8483,1.28257,2.374651,3.045658,0.01278179,1177.41002251547
828,52317,63,0.121205,130.81227,38.714044,202.5379,-9.744848,268.3007,81.0132,1.324693,2.500061,3.311814,0.02572683,1177.41002251547
829,52296,58,0.170047,132.01769,39.567821,308.896,-11.8968,844.2419,130.1364,2.733094,2.373632,6.48736,0.02603369,1177.41002251547
576,52325,413,0.1223217,157.27299,5.4320801,276.544,-13.32411,109.0766,143.1636,0.3944277,1.931665,0.7619021,0.01772939,1177.41002251547
564,52224,322,0.060387,130.1063,3.5504889,1887.681,-21.58853,1438.772,871.7148,0.7621899,2.16548,1.650507,0.02713816,1177.41002251547
1172,52759,607,0.2720968,247.25546,40.133307,1011.138,-32.16109,445.1166,416.8657,0.4402136,2.425572,1.06777,0.00800349,1177.41002251547
1168,52731,431,0.2042301,236.16862,46.898054,371.7444,-15.73268,366.6384,158.4441,0.9862647,2.346217,2.313991,0.01342104,1177.41002251547
1239,52760,1,0.1067212,158.17778,8.0128802,358.5172,-13.62506,593.9907,150.927,1.656798,2.375434,3.935615,0.02225192,1177.41002251547
1234,52724,47,0.08555584,146.93811,7.4223832,1022.496,-8.879737,3541.012,584.8523,3.463107,1.748297,6.05454,0.02249807,1177.41002251547
1754,53385,91,0.2005857,173.04397,13.585912,832.9509,-14.44941,870.7119,358.6824,1.045334,2.322252,2.427529,0.03465791,1177.41002251547
1435,52996,194,0.253374,163.82679,39.484788,241.9953,-9.277128,1427.927,124.6007,5.900639,1.942166,11.46002,0.01265004,1036.17931662504
1594,52992,157,0.2771795,145.72522,34.859214,160.6664,-4.734642,163.9675,95.80737,1.020547,1.676973,1.711429,0.009635233,1177.41002251547
1687,53260,32,0.2539949,257.28254,23.810483,281.7232,-17.03555,661.1328,116.6481,2.346746,2.415155,5.667756,0.04049982,1177.41002251547
1415,52885,319,0.1948131,252.52597,21.914406,1009.686,-22.44888,527.83,468.6045,0.5227662,2.154666,1.126387,0.04608688,1177.41002251547
1425,52913,123,0.2905906,255.76203,19.17611,1531.896,-25.87902,333.4137,598.5239,0.2176477,2.559458,0.5570601,0.07748494,1177.41002251547
1723,53905,14,0.1193363,234.01322,8.0281553,314.1969,-17.477,218.6977,159.688,0.6960531,1.967567,1.369531,0.03859559,1177.41002251547
1804,53886,255,0.1049646,205.39054,9.0657522,786.1773,-9.591258,549.8987,320.22,0.699459,2.455117,1.717253,0.02257617,1177.41002251547
1820,54208,250,0.1232906,232.92543,5.3004682,476.703,-9.251306,282.3765,230.279,0.5923532,2.07011,1.226236,0.04548279,1177.41002251547
1575,53493,495,0.2688824,244.91902,25.723093,1758.446,-17.37642,277.1395,710.2274,0.1576048,2.475892,0.3902123,0.04454917,1177.41002251547
1391,52817,93,0.09029632,239.62235,27.287288,1354.925,-13.8587,1711.012,628.8283,1.262809,2.154682,2.720952,0.0392299,1177.41002251547
1839,53471,523,0.1088866,213.25874,35.580276,435.1693,-19.8637,229.2832,192.6059,0.5268828,2.259376,1.190426,0.01649155,1177.41002251547
1876,54464,473,0.1210087,134.11717,63.846431,382.3373,-8.073644,165.2814,193.3939,0.4322923,1.976987,0.8546364,0.08390468,1177.41002251547
1864,53313,289,0.2043587,109.95354,41.099179,450.6549,-20.00014,148.9309,191.9045,0.3304767,2.348329,0.7760679,0.05649751,1177.41002251547
1850,53786,476,0.143115,237.80783,25.15837,290.6653,-14.65172,684.9848,122.8828,2.35661,2.365388,5.574296,0.05264049,1177.41002251547
2157,54242,204,0.2433461,228.65679,25.663218,433.8511,-25.3284,242.8593,183.4813,0.5597757,2.364552,1.323619,0.05356092,1177.41002251547
1999,53503,589,0.2992529,185.40309,34.594648,285.948,-15.4789,172.0321,128.7898,0.6016202,2.220269,1.335759,0.009577586,1177.41002251547
2785,54537,447,0.1064276,212.43433,23.577923,269.6491,-9.842948,305.32,133.1112,1.132286,2.025743,2.293721,0.01901475,1177.41002251547
717,52468,492,0.05932403,330.64103,-7.5402861,1855.702,-24.95337,1975.762,860.9232,1.064698,2.155479,2.294934,0.02845689,1177.41002251547
2264,53682,3,0.1559269,119.7295,12.884118,803.4481,-25.73221,160.6223,321.9471,0.1999163,2.49559,0.4989091,0.02584348,1177.41002251547
2268,53682,492,0.07389756,121.86381,14.093642,1110.359,-13.55614,538.6896,525.1004,0.4851488,2.114566,1.025879,0.0333416,1177.41002251547
2231,53816,207,0.06334908,184.55671,26.405038,227.4113,-9.18827,117.9204,88.07325,0.5185336,2.58207,1.33889,0.02253996,1177.41002251547
2367,53763,125,0.1109599,158.16415,21.361836,879.5649,-22.45913,1541.007,357.1639,1.752011,2.462637,4.314566,0.022694,1177.41002251547
2489,53857,581,0.09743465,168.20069,24.30864,261.7619,-10.56146,473.6356,117.2757,1.809414,2.232021,4.03865,0.01251671,1177.41002251547
2501,54084,384,0.05893762,171.90379,24.823187,965.2789,-16.50281,726.2633,349.8302,0.752387,2.759278,2.076045,0.01583784,1177.41002251547
2614,54481,279,0.1602625,190.59734,19.78914,778.7159,-9.597476,1153.104,428.8022,1.480776,1.816026,2.689127,0.0184234,1177.41002251547
2745,54231,170,0.2562781,212.49019,15.009845,176.4886,-15.50057,85.52534,69.12923,0.484594,2.553025,1.237181,0.0133498,1177.41002251547
