time,cont,conterr
-2.0,1.236363636363668,0.009
-1.1149900295679085,-0.0363636363636163,0.009
-1.0467469045494169,-1.6727272727272586,0.008
-0.6911040969573126,-0.4909090909090474,0.009
-0.6910160481964913,-0.5272727272727284,0.008
-0.68873079245657,-0.6727272727272586,0.009
-0.6275113099560627,-1.1818181818181466,0.009
-0.6263521121503992,-0.9454545454545432,0.008
-0.6155550815178203,-1.018181818181776,0.009
-0.5831761242144602,-1.3454545454545173,0.008
-0.5569166758735145,-1.454545454545431,0.009
-0.5520975150869878,-1.3999999999999742,0.008
-0.5508973622747984,-1.509090909090888,0.008
-0.2347455046783511,-1.1272727272726897,0.008
-0.233489430659785,-1.0909090909090733,0.008
-0.2275159691359487,-1.2909090909090604,0.009
-0.226300075575323,-1.545454545454569,0.008
-0.2024372426451506,-1.163636363636371,0.008
-0.1940757457874038,-1.1454545454545302,0.008
-0.1940106428780581,-1.3454545454545173,0.009
0.1939520185571854,-1.509090909090888,0.008
0.1951999195872082,-1.4363636363636552,0.008
0.1963650375858714,-1.6727272727272586,0.008
0.1987307310961057,-2.0,0.008
0.2250923634091886,-1.4727272727272716,0.009
0.2262988399001444,-1.6181818181818015,0.008
0.2274891709560376,-1.490909090909112,0.008
0.2598302846565476,-1.6727272727272586,0.008
0.6286501881703148,-0.2727272727272845,0.017
0.6311118344394053,-0.5818181818181853,0.008
0.6478861789242472,-0.3999999999999741,0.009
0.6502380374357974,-0.6727272727272586,0.008
0.6575003874191396,-0.5636363636363448,0.008
0.6598384817821836,-0.2727272727272845,0.016
0.6622999179024429,-0.2545454545454439,0.009
0.667044743640925,-0.4909090909090474,0.01
0.6789998540873521,-0.41818181818175,0.012
0.6814029901163803,-0.0909090909090732,0.009
0.6873925886693142,-0.3999999999999741,0.009
0.7256669810340179,-0.4727272727272069,0.009
1.0441851529804032,0.7090909090909396,0.009
1.0514061432706103,0.8909090909091506,0.009
1.05616535279646,0.981818181818224,0.009
1.057358876913856,0.8727272727273103,0.009
1.0585488777358618,0.8909090909091506,0.01
1.0657556727722337,0.9272727272727672,0.012
1.0706087131541016,0.7272727272727799,0.01
