time,cont,conterr
-2.0,-1.2024169184289932,0.021
-1.1149899704815025,-0.7492447129909303,0.02
-1.0467468991120148,-1.3172205438066484,0.02
-0.6911040894913183,-1.220543806646538,0.019
-0.6910160107087218,-1.4138972809667587,0.017
-0.6887308822459279,-1.3836858006042267,0.021
-0.6275113033281838,-1.806646525679758,0.017
-0.6263521187252508,-1.8731117824773365,0.017
-0.6155550892319448,-1.975830815709983,0.019
-0.5831761305430427,-1.89123867069486,0.017
-0.5569166820523124,-1.722054380664656,0.023
-0.5520975224391391,-2.0,0.017
-0.5508973696201038,-1.921450151057413,0.017
-0.2347455090194716,-1.129909365558921,0.02
-0.233489434993741,-1.1963746223564995,0.019
-0.2275159722349806,-1.0574018126888276,0.02
-0.2263000798682619,-1.5649546827794605,0.018
-0.2024372480028344,-1.637462235649554,0.017
-0.1940757498965426,-1.311178247734155,0.019
-0.1940106469868254,-1.3957703927492568,0.017
0.1939520154605216,0.132930513595157,0.022
0.1951999176985133,-0.0664652567976,0.019
0.1963650333021207,0.1993957703927571,0.024
0.1987307280266996,-0.2416918429002972,0.02
0.2250923616910012,-0.1752265861027186,0.022
0.2262988393896901,-0.6283987915407816,0.021
0.2274891692515308,-0.2356495468278039,0.022
0.2598302831365067,-1.0332326283987894,0.018
0.6286502007625465,-0.0302114803625532,0.019
0.6311118362380199,-0.1510574018126804,0.021
0.6478861796176925,-0.3987915407855142,0.022
0.6502380369418073,-0.072507552870072,0.021
0.6575003869665741,-0.0302114803625317,0.023
0.6598384501208483,-0.4833836858005946,0.03
0.6622999174772541,-0.5256797583081563,0.023
0.6670447444436602,-0.4229607250755309,0.025
0.6789998525565779,-0.6646525679758284,0.028
0.6814029885993049,-0.4169184290030376,0.025
0.6873925883872634,-0.3987915407855142,0.025
0.7256669821711283,-0.5135951661631479,0.022
1.0441851559343625,1.2990936555891248,0.026
1.0514061450648988,0.9546827794562024,0.021
1.056165354617895,0.972809667673704,0.028
1.0573588787420989,1.1903323262839849,0.025
1.0585488795709015,1.3776435045317332,0.033
1.0706087150579222,1.1117824773413978,0.031
1.0718146715874863,1.6676737160120858,0.028
1.0729672274955795,0.803625377643522,0.027
1.0742153699036767,1.1963746223564995,0.03
1.0766207863615311,0.6586102719033136,0.028
1.0802460724029963,0.6163141993957733,0.025
1.0933796039449142,0.2054380664652719,0.041
1.0934350544182063,0.3867069486404841,0.027
1.1005661526827373,0.7492447129909516,0.045
1.100661031881785,0.501510574018118,0.049
1.1017841945718687,2.0,0.124
1.1029414013740009,1.1117824773413978,0.032
1.1030626512503163,0.2598187311178206,0.04
1.104252863428802,0.858006042296092,0.03
1.10655791760417,0.3746223564954758,0.033
1.10665153350847,0.9969788519637426,0.04
1.1077395064751197,0.7613293051359387,0.031
1.1078639734299571,0.3746223564954758,0.036
1.1089654451572253,0.5377643504531862,0.035
1.1090604048132588,0.1208459214501487,0.037
1.1102429759799284,1.0453172205437975,0.028
1.112529555070144,0.0422960725075403,0.022
1.1137248312352457,0.888217522658624,0.03
1.1149275178488651,0.2477341389728122,0.026
1.1162339507417185,0.4531722054380629,0.026
1.1198027631852487,0.2779456193353442,0.028
1.120941014562035,0.338368580060429,0.024
1.1221942737941624,0.1631419939577103,0.028
1.124613874698284,0.8882175226586022,0.057
1.1257505901872595,0.3987915407854925,0.046
1.1281454343571906,0.9063444108761473,0.041
1.1292826698144405,0.2900302114803526,0.051
1.1365543408408918,0.7673716012084535,0.055
1.1377728582668212,0.2658610271903354,0.041
1.140165862733772,0.58610271903322,0.028
1.1413562754543003,0.3746223564954545,0.028
1.143784463640439,0.8157099697885086,0.025
1.14495757330591,0.6706948640483432,0.03
1.1497436662993508,0.3806646525679693,0.028
1.1509458185344943,0.5256797583081565,0.031
1.4921014018467709,0.4773413897281013,0.039
1.4981213375203972,0.0362537764350467,0.023
1.5017365664388085,-0.0664652567975785,0.02
1.5052813114363577,-0.0120845921450083,0.027
1.5113269417084108,-0.0966767371601318,0.031
1.5137474216350997,-0.1148036253776552,0.025
1.5160575902328048,-1.29305135951661,0.029
1.5161469683356508,-0.4592145015105562,0.021
1.5172602864532228,-0.5498489425981947,0.026
1.5185367569249224,-0.4712990936555863,0.026
1.5196534062018272,0.1268882175226635,0.027
1.519752989132329,-0.0241691842900169,0.029
1.528137832973444,0.163141993957689,0.051
1.529305900267616,-0.1389728096676721,0.031
1.534168757630114,-0.1510574018126804,0.033
1.535347524502355,0.0302114803625319,0.025
1.5389580905182352,-0.0664652567975785,0.029
1.5413063152695492,-0.3504531722054376,0.031
1.5473633656299777,-0.0120845921450083,0.031
1.5496515754752007,0.0241691842900166,0.031
1.5532715309412333,-0.2537764350453271,0.028
1.5545151053139783,0.0664652567976,0.021
1.561714156106489,0.0906344410876167,0.048
1.5641109324449034,0.2779456193353442,0.038
1.565264022731481,0.1993957703927358,0.048
1.5688898887837397,0.3867069486404841,0.029
1.572476057119741,-0.0302114803625317,0.026
1.5760717626105136,0.0181268882175231,0.025
1.5784867534495095,0.2477341389728122,0.047
1.5796801574886654,-0.0483383685800551,0.021
1.5820775906923057,0.1268882175226635,0.026
1.5868619640678143,0.0060422960725148,0.041
1.9208130002947812,0.5438066465256797,0.034
1.9232194494840773,0.2416918429002974,0.025
1.933977074268646,0.3625377643504675,0.018
1.9351749322623517,0.2356495468278039,0.026
1.940041133993525,0.1389728096676719,0.023
1.943620611190465,0.1993957703927358,0.022
1.9568472350658648,0.5740181268882116,0.028
1.9628576960289323,0.2235649546827955,0.024
1.9640344166519044,0.1087613293051403,0.032
1.96765830370252,0.4410876132930545,0.02
1.9688527692935307,0.7734138972809688,0.02
1.9700606171626556,0.5377643504531648,0.04
1.9712595090886529,0.5498489425981945,0.023
1.9760599990788856,0.5861027190332413,0.027
1.9880651478335367,0.8882175226586022,0.051
1.9891687642798228,1.009063444108751,0.051
1.992764043468668,0.5196374622356412,0.022
2.0,0.8217522658610239,0.035
